stop_id,stop_name,route_count,connected_routes
12437,Limontepe Seniye-Hasan Saray İlkokulu,8,"16, 20, 520, 523, 524, 587, 680, 84"
12438,Limontepe Seniye-Hasan Saray İlkokulu,8,"16, 20, 517, 520, 523, 524, 680, 84"
12879,Gaziemir PTT,8,"152, 353, 491, 510, 691, 828, 891, 910"
12880,Gaziemir PTT,8,"152, 353, 491, 510, 691, 828, 891, 910"
13564,Sığacık Yol Ayrımı,8,"640, 642, 675, 975, 985, 986, 987, 990"
14697,Muzaffer Gönen Parkı,8,"609, 611, 616, 618, 621, 795, 796, 803"
14698,Muzaffer Gönen Parkı,8,"609, 611, 616, 618, 621, 795, 796, 803"
14699,Kurtuluş,8,"609, 611, 616, 618, 621, 795, 796, 803"
14700,Kurtuluş,8,"609, 611, 616, 618, 621, 795, 796, 803"
14953,Ertuğrulköy,8,"609, 611, 616, 621, 697, 796, 803, 806"
14954,Ertuğrulköy,8,"609, 611, 616, 621, 697, 796, 803, 806"
14955,Yel Aldı,8,"609, 611, 616, 621, 697, 796, 803, 806"
14956,Yel Aldı,8,"609, 611, 616, 621, 697, 796, 803, 806"
15004,Sarıtaş,8,"609, 611, 616, 621, 697, 796, 803, 806"
15456,Elifli Sera,8,"697, 727, 787, 788, 793, 795, 806, 858"
15457,Elifli Sera,8,"697, 727, 787, 788, 793, 795, 806, 858"
15834,Torba Kent,8,"697, 712, 713, 715, 722, 795, 806, 858"
15835,Torba Kent,8,"697, 712, 713, 715, 722, 795, 806, 858"
15957,Yol Üstü Benzinlik Anayol,8,"609, 616, 618, 621, 697, 796, 803, 806"
16536,Kurucuova Ova,8,"609, 611, 616, 621, 697, 796, 803, 806"
16805,Çiftlik,8,"609, 611, 616, 621, 697, 796, 803, 806"
16806,Çiftlik,8,"609, 611, 616, 621, 697, 796, 803, 806"
16841,Ödemiş İtfaiye,8,"609, 611, 616, 618, 621, 795, 796, 803"
16842,Ödemiş İtfaiye,8,"609, 611, 616, 618, 621, 795, 796, 803"
20072,Kayalar Mezarlığı,8,"535, 602, 608, 660, 800, 853, 912, 920"
20074,Karşıyaka Jandarma,8,"535, 602, 608, 660, 800, 853, 912, 920"
20078,Ayyıldız,8,"535, 602, 608, 660, 800, 853, 912, 920"
20080,15 Temmuz Şehitler Anadolu Lisesi,8,"535, 602, 608, 660, 800, 853, 912, 920"
20455,Gümüşpala Su Deposu,8,"135, 196, 197, 335, 477, 577, 742, 77"
20456,Gümüşpala Su Deposu,8,"135, 196, 197, 335, 477, 577, 742, 77"
20486,Girne Pazaryeri,8,"240, 426, 430, 434, 435, 535, 537, 741"
20487,Girne Pazaryeri,8,"240, 426, 430, 434, 435, 535, 537, 741"
20488,Zihni Üstün İlkokulu,8,"240, 426, 430, 434, 435, 535, 537, 741"
20489,Zihni Üstün İlkokulu,8,"240, 426, 430, 434, 435, 535, 537, 741"
21027,Atatürk Mahallesi Zirve,8,"123, 342, 346, 442, 443, 446, 810, 816"
21459,Ulukent Gar,8,"128, 602, 660, 695, 749, 800, 826, 827"
21545,Ulukent Aktarma,8,"428, 695, 698, 748, 749, 826, 827, 848"
21697,İstasyon Köprü,8,"648, 658, 747, 748, 749, 753, 759, 868"
21698,İstasyon Köprü,8,"648, 658, 747, 748, 749, 753, 759, 868"
21713,Menemen Devlet Hastanesi Kavşak,8,"648, 658, 747, 748, 749, 753, 759, 868"
22989,Bergama Park,8,"645, 646, 651, 652, 653, 835, 842, 936"
22991,Yalnız Ev,8,"645, 646, 651, 652, 653, 835, 842, 936"
22992,Bergama Park,8,"645, 646, 651, 652, 653, 835, 842, 936"
22993,Küçükkaya,8,"645, 646, 651, 652, 653, 835, 842, 936"
22994,Yalnız Ev,8,"645, 646, 651, 652, 653, 835, 842, 936"
22995,Termal,8,"645, 646, 651, 652, 653, 835, 842, 936"
22996,Küçükkaya,8,"645, 646, 651, 652, 653, 835, 842, 936"
22997,Yuvam,8,"645, 646, 651, 652, 653, 835, 842, 936"
22998,Bergama Termal,8,"645, 646, 651, 652, 653, 835, 842, 936"
23127,Bergama Sanayi,8,"643, 644, 651, 652, 653, 656, 836, 936"
23355,Bergama Höyük,8,"643, 644, 651, 652, 653, 656, 836, 936"
23356,Bergama Höyük,8,"643, 644, 651, 652, 653, 656, 836, 936"
23536,Menemen İzban,8,"648, 658, 747, 748, 749, 753, 759, 868"
23600,Karşıyaka İskele,8,"121, 200, 212, 213, 290, 330, 543, 777"
23604,Menemen Devlet Hastanesi Kavşak,8,"648, 658, 747, 748, 749, 753, 759, 868"
24154,Kadriye,8,"645, 646, 651, 652, 653, 835, 842, 936"
24155,Kadriye,8,"645, 646, 651, 652, 653, 835, 842, 936"
24161,Kışlalı Kümesi,8,"609, 611, 616, 618, 697, 796, 803, 806"
30018,MTK Birinci Giriş,8,"117, 302, 367, 53, 57, 58, 60, 64"
30019,MTK Birinci Giriş,8,"117, 302, 367, 53, 57, 58, 60, 64"
30020,Meriç Mahallesi Çeşme,8,"117, 302, 367, 53, 57, 58, 60, 64"
30021,MTK İkinci Giriş,8,"117, 302, 367, 53, 57, 58, 60, 64"
30022,Evrenesoğlu Ortaokulu,8,"117, 302, 367, 53, 57, 58, 60, 64"
30023,Evrenesoğlu Ortaokulu,8,"117, 302, 367, 53, 57, 58, 60, 64"
30036,Egemenlik,8,"117, 364, 367, 505, 560, 564, 60, 64"
30305,Çamkıran,8,"214, 249, 328, 330, 515, 559, 930, 963"
30308,Çamkıran,8,"214, 249, 328, 330, 515, 559, 930, 963"
30320,Çağdaş,8,"214, 328, 330, 515, 559, 570, 930, 963"
30553,Yeşil Köşk,8,"259, 267, 268, 358, 368, 468, 505, 59"
30554,Yeşil Köşk,8,"259, 267, 268, 358, 368, 468, 505, 59"
30555,Öğrenci Köyü,8,"259, 267, 268, 358, 368, 468, 505, 59"
30556,Öğrenci Köyü,8,"259, 267, 268, 358, 368, 468, 505, 59"
30761,Cumhuriyet,8,"668, 766, 767, 768, 769, 772, 967, 988"
30762,Cumhuriyet,8,"668, 766, 767, 768, 769, 772, 967, 988"
30763,Çeşme,8,"668, 766, 767, 768, 769, 772, 967, 988"
30764,Çeşme,8,"668, 766, 767, 768, 769, 772, 967, 988"
30765,Manav,8,"668, 766, 767, 768, 769, 772, 967, 988"
30767,Manav,8,"668, 766, 767, 768, 769, 772, 967, 988"
30768,Şehitler Parkı,8,"668, 766, 767, 768, 769, 772, 967, 988"
30769,Şehitler Parkı,8,"668, 766, 767, 768, 769, 772, 967, 988"
30770,Kemalpaşa,8,"668, 766, 767, 768, 769, 772, 967, 988"
30771,Kemalpaşa,8,"668, 766, 767, 768, 769, 772, 967, 988"
30787,Yol Ayrımı,8,"668, 766, 767, 768, 769, 772, 967, 988"
30788,Yol Ayrımı,8,"668, 766, 767, 768, 769, 772, 967, 988"
30851,Kemalpaşa Belediyesi,8,"668, 766, 767, 768, 769, 772, 967, 988"
30854,Kemalpaşa Belediyesi,8,"668, 766, 767, 768, 769, 772, 967, 988"
31082,Cengizhan Son Durak,8,"359, 502, 559, 597, 598, 599, 662, 699"
32475,Ege Üniversitesi Öğrenci Köyü,8,"259, 267, 268, 358, 368, 468, 505, 59"
32476,Ege Üniversitesi Öğrenci Köyü,8,"259, 267, 268, 358, 368, 468, 505, 59"
40160,Şirinyer Parkı,8,"36, 418, 465, 466, 471, 485, 74, 866"
50378,Necdet Tokatlıoğlu,8,"321, 675, 9, 962, 975, 983, 985, 987"
50379,Seferihisar Kavşak,8,"8, 82, 9, 962, 975, 983, 985, 987"
50380,Seferihisar Kavşak,8,"8, 82, 9, 962, 975, 983, 985, 987"
50382,Konutlar,8,"8, 82, 9, 962, 975, 983, 985, 987"
50383,Konutlar,8,"8, 82, 9, 962, 975, 983, 985, 987"
50390,Karaoğlu,8,"321, 675, 9, 962, 975, 983, 985, 987"
50391,Karaoğlu,8,"321, 675, 9, 962, 975, 983, 985, 987"
50393,Çardak Kahve,8,"321, 675, 9, 962, 975, 983, 985, 987"
50394,Çardak Kahve,8,"321, 675, 9, 962, 975, 983, 985, 987"
50464,Çiçek,8,"8, 82, 9, 962, 975, 983, 985, 987"
50613,İzsu,8,"737, 760, 761, 882, 883, 906, 978, 982"
50628,İzsu,8,"737, 760, 761, 882, 883, 906, 978, 982"
50630,İkinci Köprü,8,"737, 760, 761, 882, 906, 978, 981, 982"
50631,İkinci Köprü,8,"737, 760, 761, 882, 906, 978, 981, 982"
50632,İçmeler Çıkış,8,"737, 760, 761, 882, 906, 978, 981, 982"
50636,Çardak,8,"737, 760, 761, 882, 906, 978, 981, 982"
50637,Torasan Mahallesi,8,"737, 760, 761, 882, 906, 978, 981, 982"
50709,Çardak,8,"737, 760, 761, 882, 906, 978, 981, 982"
50730,İçmeler,8,"737, 760, 761, 882, 906, 978, 981, 982"
50731,İçmeler,8,"737, 760, 761, 882, 906, 978, 981, 982"
52439,Florya,8,"321, 675, 9, 962, 975, 983, 985, 987"
52440,Florya,8,"321, 675, 9, 962, 975, 983, 985, 987"
10104,Sosyal Sigortalar Kurumu,7,"121, 202, 253, 910, 920, 940, 950"
10106,Dokuz Eylül Rektörlük,7,"121, 202, 253, 910, 920, 940, 950"
10112,Halit Ziya,7,"121, 202, 253, 910, 920, 940, 950"
10123,Basmane Ptt,7,"34, 35, 36, 39, 466, 811, 838"
10126,Borsa,7,"302, 35, 36, 466, 838, 930, 951"
10128,Çardak,7,"302, 35, 36, 466, 811, 838, 951"
10146,Kız Lisesi,7,"10, 121, 253, 302, 35, 811, 951"
10148,Karataş Anadolu Lisesi,7,"10, 121, 253, 302, 35, 811, 951"
10257,İzmir Spor,7,"15, 20, 520, 575, 681, 811, 950"
10504,Fahrettin Altay,7,"311, 517, 551, 681, 879, 945, 946"
10616,İller Bankası,7,"108, 152, 490, 508, 887, 910, 92"
10637,Kızılcık,7,"152, 200, 508, 539, 691, 887, 910"
10639,Paşa Köprüsü,7,"152, 200, 508, 539, 691, 887, 910"
10640,Paşa Köprüsü,7,"152, 200, 508, 539, 691, 887, 910"
10641,Karabağlar,7,"152, 200, 508, 539, 691, 887, 910"
10642,Karabağlar,7,"152, 200, 508, 539, 691, 887, 910"
10654,Gaziemir Semt Garajı,7,"152, 200, 516, 539, 691, 887, 910"
10711,Menderes Park,7,"508, 729, 775, 776, 792, 794, 808"
10712,Menderes Park,7,"508, 729, 775, 776, 792, 794, 808"
10721,Menderes Ziraat Odası,7,"508, 707, 799, 804, 808, 814, 829"
10848,Çetineller Otel,7,"697, 701, 712, 719, 722, 806, 858"
10932,Menderes Nikah Sarayı,7,"729, 775, 776, 792, 794, 799, 804"
10933,Menderes Nikah Sarayı,7,"729, 775, 776, 792, 794, 799, 804"
10943,Seydiköy,7,"729, 775, 776, 792, 794, 799, 804"
10944,Seydiköy,7,"729, 775, 776, 792, 794, 799, 804"
10945,Şehit Piyade Uzman Çavuş Ayhan Elmacı,7,"729, 775, 776, 792, 794, 799, 804"
10946,Şehit Piyade Uzman Çavuş Ayhan Elmacı,7,"729, 775, 776, 792, 794, 799, 804"
11752,Canlı Kahveler,7,"697, 727, 787, 793, 795, 806, 858"
11753,Canlı Park,7,"697, 727, 787, 793, 795, 806, 858"
11759,Yakapınar Giriş,7,"697, 727, 787, 793, 795, 806, 858"
11760,Canlı Park,7,"697, 727, 787, 793, 795, 806, 858"
11761,Canlı Kahveler,7,"697, 727, 787, 793, 795, 806, 858"
11772,Furunlu Yolu,7,"697, 727, 787, 793, 795, 806, 858"
11773,Furunlu Yolu,7,"697, 727, 787, 793, 795, 806, 858"
11780,Bayındır Çınar,7,"727, 787, 788, 791, 793, 795, 858"
11781,Bayındır Çınar,7,"727, 787, 788, 791, 793, 795, 858"
11796,Sokullu,7,"727, 787, 788, 791, 793, 795, 858"
11797,Sokullu,7,"727, 787, 788, 791, 793, 795, 858"
11798,Bayındır Sadık Susamcıoğlu Anadolu Lisesi,7,"727, 787, 788, 791, 793, 795, 858"
11799,Bayındır Sadık Susamcıoğlu Anadolu Lisesi,7,"727, 787, 788, 791, 793, 795, 858"
11800,Bayındır Fatih İlkokulu,7,"727, 787, 788, 791, 793, 795, 858"
11801,Bayındır Fatih İlkokulu,7,"727, 787, 788, 791, 793, 795, 858"
11802,Güven,7,"727, 787, 788, 791, 793, 858, 865"
12198,Yağhaneler 3,7,"157, 193, 224, 23, 27, 680, 691"
12203,Zincirlikuyu,7,"193, 224, 23, 522, 588, 680, 823"
12205,Kestelli,7,"193, 224, 23, 522, 588, 680, 823"
12206,Kestelli,7,"193, 224, 23, 522, 588, 680, 823"
12207,Bozyaka Cami,7,"193, 224, 23, 522, 588, 680, 823"
12208,Bozyaka Cami,7,"193, 224, 23, 522, 588, 680, 823"
12337,Hasan Tahsin,7,"18, 19, 523, 524, 575, 579, 879"
12339,Karabağlar Halk Eğitim Merkezi,7,"18, 19, 523, 524, 575, 579, 879"
12340,Hasan Tahsin,7,"18, 19, 523, 524, 575, 579, 879"
12341,Mermerci,7,"18, 19, 523, 524, 575, 579, 879"
12342,Karabağlar Halk Eğitim Merkezi,7,"18, 19, 523, 524, 575, 579, 879"
12344,Mermerci,7,"18, 19, 523, 524, 575, 579, 879"
12508,Yıkık Cami 2,7,"193, 522, 523, 587, 671, 680, 877"
12509,Yıkık Cami 2,7,"193, 522, 523, 587, 671, 680, 877"
12876,Halil Tan Parkı,7,"152, 353, 491, 510, 691, 828, 910"
12877,Büyükşehir Kurs Merkezi,7,"152, 353, 510, 691, 828, 891, 910"
12878,Büyükşehir Kurs Merkezi,7,"152, 353, 510, 691, 828, 891, 910"
12881,Gaziemir Belediyesi,7,"152, 353, 491, 510, 691, 828, 910"
12882,Gaziemir Belediyesi,7,"152, 353, 491, 510, 691, 828, 910"
12883,Gaziemir Merkez Cami,7,"152, 353, 491, 510, 691, 828, 910"
12884,Gaziemir Merkez Cami,7,"152, 353, 491, 510, 691, 828, 910"
12885,Yeşil Mahallesi Muhtarlığı,7,"152, 353, 491, 510, 691, 828, 910"
12886,Gaziemir Trafo,7,"152, 353, 491, 510, 691, 828, 910"
12888,Yeşil Mahallesi Muhtarlığı,7,"152, 353, 491, 510, 691, 828, 910"
12891,Gaziemir Trafo,7,"152, 353, 491, 510, 691, 828, 910"
12895,Halil Tan Parkı,7,"152, 353, 491, 510, 691, 828, 910"
12944,Şehit Polis Ahmet Atilla Güneş İlkokulu,7,"152, 353, 491, 510, 691, 828, 910"
12946,Gaziemir İMKB Mesleki ve Teknik Anadolu Lisesi,7,"152, 353, 491, 510, 691, 828, 910"
14915,Kurucuova Benzinlik,7,"609, 611, 616, 697, 796, 803, 806"
14916,Kurucuova Benzinlik,7,"609, 611, 616, 697, 796, 803, 806"
14918,Kaymakçı Giriş,7,"609, 611, 616, 697, 796, 803, 806"
14919,Kaymakçı Giriş,7,"609, 611, 616, 697, 796, 803, 806"
14957,Kurucaova,7,"609, 611, 616, 697, 796, 803, 806"
14958,Kurucaova,7,"609, 611, 616, 697, 796, 803, 806"
14959,Kurucaova Tarla,7,"609, 611, 616, 697, 796, 803, 806"
14960,Kurucaova Tarla,7,"609, 611, 616, 697, 796, 803, 806"
14961,Kaymakçı Üçyol,7,"609, 611, 616, 697, 796, 803, 806"
14962,Kaymakçı Üçyol,7,"609, 611, 616, 697, 796, 803, 806"
14963,Kaymakçı Zafer,7,"609, 611, 616, 697, 796, 803, 806"
14964,Kaymakçı Zafer,7,"609, 611, 616, 697, 796, 803, 806"
14965,Hasan Çavuş,7,"609, 611, 616, 697, 796, 803, 806"
14966,Hasan Çavuş,7,"609, 611, 616, 697, 796, 803, 806"
14967,Kaymakçı Sanayi,7,"609, 611, 616, 697, 796, 803, 806"
14968,Kaymakçı Sanayi,7,"609, 611, 616, 697, 796, 803, 806"
14969,Kaymakçı Köprü,7,"609, 611, 616, 697, 796, 803, 806"
14970,Kaymakçı Köprü,7,"609, 611, 616, 697, 796, 803, 806"
15003,Sarıtaş,7,"609, 611, 616, 697, 796, 803, 806"
15482,Atatürk Kültür Merkezi,7,"10, 152, 233, 284, 417, 508, 887"
15637,ÇİKOOP,7,"727, 787, 788, 791, 793, 795, 858"
15638,ÇİKOOP,7,"727, 787, 788, 791, 793, 795, 858"
15639,Bayındır Zeytin,7,"727, 787, 788, 791, 793, 795, 858"
15640,Bayındır Zeytin,7,"727, 787, 788, 791, 793, 795, 858"
15641,Bayındır Gül,7,"727, 787, 788, 791, 793, 795, 858"
15642,Bayındır Gül,7,"727, 787, 788, 791, 793, 795, 858"
16151,Kurucuova Çifttlik,7,"609, 611, 616, 697, 796, 803, 806"
16152,Kurucuova Çiftlik,7,"609, 611, 616, 697, 796, 803, 806"
16376,Kazım Dirik,7,"609, 611, 616, 697, 796, 803, 806"
16377,Kazım Dirik,7,"609, 611, 616, 697, 796, 803, 806"
16396,Benzinlik,7,"609, 611, 616, 697, 796, 803, 806"
16537,Kurucuova Ova,7,"609, 611, 616, 697, 796, 803, 806"
16586,Mimar Kemalettin,7,"121, 202, 253, 910, 920, 940, 950"
20043,Egem,7,"125, 240, 335, 426, 434, 477, 577"
20144,Tersane,7,"121, 196, 200, 290, 330, 543, 920"
20145,Tersane,7,"121, 196, 200, 290, 330, 543, 920"
20146,Selçuk Yaşar Alaybey Ortaokulu,7,"121, 196, 200, 290, 330, 543, 920"
20147,Selçuk Yaşar Alaybey Ortaokulu,7,"121, 196, 200, 290, 330, 543, 920"
20148,Muammer Aksoy Parkı,7,"121, 196, 200, 290, 330, 543, 920"
20149,Muammer Aksoy Parkı,7,"121, 196, 200, 290, 330, 543, 920"
20426,Soğukkuyu,7,"135, 137, 197, 577, 742, 77, 78"
20428,Demirci,7,"135, 137, 197, 577, 742, 77, 78"
20481,Kuyumcu Abdullah Altınçubuk İlkokulu,7,"135, 137, 197, 577, 742, 77, 78"
20836,Evka 6,7,"125, 247, 322, 326, 426, 430, 447"
21028,İzkent Son Durak,7,"123, 342, 346, 442, 443, 446, 810"
21035,Atatürk Mahallesi Zirve,7,"123, 342, 346, 442, 443, 446, 816"
21393,Jandarma Ormanı,7,"128, 602, 660, 698, 748, 800, 848"
21394,Ulukent Trafo,7,"128, 602, 660, 698, 748, 800, 848"
21395,Ulukent Trafo,7,"128, 602, 660, 698, 748, 800, 848"
21396,Üst Geçit,7,"128, 602, 660, 698, 748, 800, 848"
21397,Üst Geçit,7,"128, 602, 660, 698, 748, 800, 848"
21399,Egekent 2,7,"128, 602, 660, 698, 748, 800, 848"
21967,Yeni Foça Otogar,7,"660, 661, 664, 665, 666, 745, 750"
22230,Gazeteci Çetin Altan Anadolu Ticaret Lisesi,7,"135, 137, 197, 577, 742, 77, 78"
23002,Eroğlu,7,"645, 646, 652, 653, 835, 842, 936"
23004,Karayolları Bakımevi,7,"645, 646, 652, 653, 835, 842, 936"
23290,Bergama Zeytinlik,7,"643, 644, 651, 831, 832, 833, 936"
24085,Otel,7,"645, 646, 652, 653, 835, 842, 936"
24167,Maltepe,7,"645, 646, 651, 652, 835, 842, 936"
30024,Kokluca Mezarlığı,7,"117, 302, 367, 53, 57, 60, 64"
30025,Kokluca Mezarlığı,7,"117, 302, 367, 53, 57, 60, 64"
30026,Şehitler,7,"117, 302, 367, 53, 57, 60, 64"
30027,Şehitler,7,"117, 302, 367, 53, 57, 60, 64"
30028,Havuzlu Kahve,7,"117, 302, 367, 53, 57, 60, 64"
30030,Altındağ Belediyesi,7,"117, 302, 367, 53, 57, 60, 64"
30031,Altındağ Belediyesi,7,"117, 302, 367, 53, 57, 60, 64"
30032,Şehitler Ortaokulu,7,"117, 302, 367, 53, 57, 60, 64"
30035,Şehitler Ortaokulu,7,"117, 302, 367, 53, 57, 60, 64"
30123,Miralay Fethi Bey,7,"214, 249, 53, 54, 59, 662, 699"
30124,Miralay Fethi Bey,7,"214, 249, 53, 54, 59, 662, 699"
30127,Birinci Sanayi Sitesi,7,"214, 249, 53, 54, 59, 662, 699"
30128,Birinci Sanayi Sitesi,7,"214, 249, 53, 54, 59, 662, 699"
30129,Taç Sanayi,7,"214, 249, 53, 54, 59, 662, 699"
30130,Taç Sanayi,7,"214, 249, 53, 54, 59, 662, 699"
30255,Ege Üniversitesi Hastanesi,7,"119, 204, 290, 390, 533, 558, 800"
30301,Şehit Hakan Ünal,7,"214, 249, 328, 330, 515, 930, 963"
30302,Şehit Hakan Ünal,7,"214, 249, 328, 330, 515, 930, 963"
30303,Şehit Murat Aslantürk,7,"214, 249, 328, 330, 515, 930, 963"
30306,Şehit Murat Aslantürk,7,"214, 249, 328, 330, 515, 930, 963"
30757,Sekiz Eylül İlkokulu,7,"668, 766, 767, 768, 772, 967, 988"
30758,Sekiz Eylül İlkokulu,7,"668, 766, 767, 768, 772, 967, 988"
30759,Osmanlı Parkı,7,"668, 766, 767, 768, 772, 967, 988"
30760,Osmanlı Parkı,7,"668, 766, 767, 768, 772, 967, 988"
30965,Yunus Keskin Parkı,7,"102, 501, 502, 504, 557, 598, 662"
30998,Köprü,7,"102, 501, 502, 504, 557, 598, 662"
31364,Evka 4 Muhtarlık,7,"168, 249, 365, 565, 566, 568, 585"
31778,Evka 3 Aktarma Merkezi,7,"114, 565, 566, 584, 585, 949, 966"
40038,Buca Devlet Hastanesi,7,"104, 304, 470, 476, 490, 536, 940"
40067,Buca Eski Mezarlık,7,"206, 353, 470, 472, 490, 515, 878"
40069,Papatya,7,"206, 353, 470, 472, 490, 515, 878"
40079,Hasan Ağa Bahçesi,7,"176, 177, 304, 536, 866, 869, 940"
40087,Buca Belediye Şantiye,7,"171, 176, 177, 206, 277, 536, 676"
40733,Buca Devlet Hastanesi,7,"465, 471, 472, 74, 818, 866, 878"
40734,Buca Devlet Hastanesi,7,"465, 471, 472, 74, 818, 866, 878"
40735,Demokrasi Meydanı,7,"465, 471, 472, 74, 818, 866, 878"
40736,Demokrasi Meydanı,7,"465, 471, 472, 74, 818, 866, 878"
50028,Güzel Sanatlar Fakültesi,7,"305, 5, 6, 7, 8, 82, 971"
50091,Fidanlık,7,"82, 9, 909, 962, 981, 982, 984"
50093,Elif,7,"82, 9, 909, 962, 981, 982, 984"
50094,Fidanlık,7,"82, 9, 909, 962, 981, 982, 984"
50095,Şehit Üsteğmen Deveci,7,"82, 9, 909, 962, 981, 982, 984"
50096,Elif,7,"82, 9, 909, 962, 981, 982, 984"
50098,Şehit Üsteğmen Deveci,7,"82, 9, 909, 962, 981, 982, 984"
50199,Korutürk,7,"480, 481, 483, 510, 551, 650, 950"
50402,Yelki Villakent,7,"321, 675, 762, 975, 983, 985, 987"
50403,Çamlı Villaları,7,"321, 675, 762, 975, 983, 985, 987"
50404,Çamlı Villaları,7,"321, 675, 762, 975, 983, 985, 987"
50405,Çamlı Papatya,7,"321, 675, 762, 975, 983, 985, 987"
50406,Çamlı Papatya,7,"321, 675, 762, 975, 983, 985, 987"
50407,Çamlı Merkez,7,"321, 675, 762, 975, 983, 985, 987"
50524,Siteler Muhtarlık,7,"82, 9, 909, 962, 981, 982, 984"
50576,Yeşil Yol,7,"684, 738, 760, 761, 906, 962, 984"
50577,Yeşil Yol,7,"684, 738, 760, 761, 906, 962, 984"
50633,İçmeler Çıkış,7,"737, 760, 761, 906, 978, 981, 982"
51826,Fahrettin Altay Meydan 3,7,"10, 17, 671, 690, 8, 873, 969"
51859,Urla Villalar,7,"737, 760, 761, 882, 906, 978, 982"
51860,Urla Villalar,7,"737, 760, 761, 882, 906, 978, 982"
51941,Mermerci,7,"321, 675, 762, 975, 983, 985, 987"
51942,Mermerci,7,"321, 675, 762, 975, 983, 985, 987"
10016,Bahribaba,6,"21, 910, 920, 930, 940, 950"
10117,Hisarönü,6,"23, 35, 811, 930, 940, 951"
10227,Mezarlıkbaşı,6,"470, 681, 691, 910, 940, 950"
10233,Koruluk,6,"18, 19, 20, 27, 681, 811"
10242,Etnografya Müzesi,6,"18, 19, 20, 21, 23, 27"
10330,Montrö,6,"202, 691, 910, 930, 940, 950"
10421,Tariş,6,"121, 912, 920, 930, 951, 963"
10425,Liman,6,"121, 912, 920, 930, 951, 963"
10561,Meşale,6,"25, 517, 522, 671, 873, 877"
10562,Meşale,6,"25, 517, 522, 671, 873, 877"
10648,Torbalı Devlet Hastanesi,6,"697, 713, 714, 715, 795, 806"
10649,Torbalı Devlet Hastanesi,6,"697, 713, 714, 715, 795, 806"
10673,Sarnıç Alt Geçidi,6,"202, 204, 206, 697, 806, 858"
10703,Menderes sanayi,6,"508, 707, 799, 804, 808, 814"
10794,Türkmenköy Jandarma,6,"697, 705, 709, 712, 806, 858"
10795,Türkmenköy Jandarma,6,"697, 705, 709, 712, 806, 858"
10796,Üç Pınarlar,6,"697, 705, 709, 712, 806, 858"
10797,Üç Pınarlar,6,"697, 705, 709, 712, 806, 858"
10798,Emlakçılar,6,"697, 705, 709, 712, 806, 858"
10799,Emlakçılar,6,"697, 705, 709, 712, 806, 858"
10801,Egekent 4 Kavşak,6,"697, 701, 705, 709, 806, 858"
10802,Ayrancılar Mezarlık,6,"697, 701, 705, 709, 806, 858"
10803,Ayrancılar Mezarlık,6,"697, 701, 705, 709, 806, 858"
10804,Havuzlu,6,"697, 701, 705, 712, 806, 858"
10806,Sekseninci Yıl Cumhuriyet Parkı,6,"697, 701, 705, 709, 806, 858"
10807,Sekseninci Yıl Cumhuriyet Parkı,6,"697, 701, 705, 709, 806, 858"
10808,Ayrancılar Petrol Ofisi,6,"697, 701, 705, 712, 806, 858"
10809,Ayrancılar Petrol Ofisi,6,"697, 701, 705, 712, 806, 858"
10810,Tevfik Fikret,6,"697, 701, 705, 712, 806, 858"
10812,Bahçelievler,6,"697, 701, 705, 712, 806, 858"
10822,Aksan,6,"697, 701, 712, 722, 806, 858"
10823,Aksan,6,"697, 701, 712, 722, 806, 858"
10825,Havuzlu,6,"697, 701, 705, 712, 806, 858"
10826,Namet,6,"697, 701, 712, 722, 806, 858"
10827,Namet,6,"697, 701, 712, 722, 806, 858"
10828,Beşyol,6,"697, 701, 712, 722, 806, 858"
10829,Beşyol,6,"697, 701, 712, 722, 806, 858"
10830,Kuşçuburun Karayolları,6,"697, 701, 712, 722, 806, 858"
10831,Kuşçuburun Karayolları,6,"697, 701, 712, 722, 806, 858"
10832,Kuşcuburun Barbaros Ortaokulu,6,"697, 701, 712, 722, 806, 858"
10833,Kuşcuburun Barbaros Ortaokulu.,6,"697, 701, 712, 722, 806, 858"
10834,Yüksek Kahve,6,"697, 701, 712, 722, 806, 858"
10835,Yüksek Kahve,6,"697, 701, 712, 722, 806, 858"
10838,Beşevler Çeşme,6,"697, 701, 712, 722, 806, 858"
10839,Beşevler Çeşme,6,"697, 701, 712, 722, 806, 858"
10840,Reysaş,6,"697, 701, 712, 722, 806, 858"
10841,Reysaş,6,"697, 701, 712, 722, 806, 858"
10842,Camel,6,"697, 701, 712, 722, 806, 858"
10843,Camel,6,"697, 701, 712, 722, 806, 858"
10844,Temel,6,"697, 701, 712, 722, 806, 858"
10845,Temel,6,"697, 701, 712, 722, 806, 858"
10846,Çapak Yolu,6,"697, 701, 712, 722, 806, 858"
10847,Çapak Yolu,6,"697, 701, 712, 722, 806, 858"
10849,Çetineller Otel,6,"697, 701, 712, 722, 806, 858"
10871,Çaybaşı Mermerci,6,"727, 770, 780, 781, 798, 858"
10873,Sepici,6,"727, 770, 780, 781, 798, 858"
10875,Bölge Trafik,6,"727, 770, 780, 781, 798, 858"
10876,Çaybaşı Mermerci,6,"727, 770, 780, 781, 798, 858"
10877,Şahtaş,6,"727, 770, 780, 781, 798, 858"
10878,Sepici,6,"727, 770, 780, 781, 798, 858"
10879,Doğanay,6,"727, 770, 780, 781, 798, 858"
10880,Bölge Trafik,6,"727, 770, 780, 781, 798, 858"
