stop_name,stop_count
Kesik Tarla,2
Kesik Çocuk Bahçesi,2
Kestanepazarı,2
Ketenci,2
Keyifli Yaşam Evleri,2
Kilimci Tepe,2
Kip,2
Kiraz Ağacı,2
Kiraz Giriş,2
Kiraz Hükümet Konağı,2
Kiraz Yeni Mahalle Cami,2
Kiraz Yolu,2
Kiraz İlçe Tarım  Müdürlüğü,2
Kirazlı,2
Kireli,2
Kireli Giriş,2
Koca Orman,2
Koca Çeşme,2
Koca Çınar,2
Kocabuk,2
Kocagöl,2
Kocakapı,2
Kocamehmetler Yol Ayrımı,2
Kocatepe Zeytinlik,2
Kocaçay,2
Kocaömerli Giriş,2
Kocaömerli Yol Ayrımı,2
Kocaömerli Çınarağacı,2
Kodelya,2
Kokluca Mezarlığı,2
Kolophon,2
Kombine,2
Komutan,2
Konak Anadolu Lisesi,2
Konak Ömer Lütfü Akad Ortaokulu,2
Konserve Fabrikası,2
Konut,2
Kooperatif,2
Kooperatif Evleri Eski Son Durak,2
Kooperatif Sitesi,2
Kordelya,2
Korsan Villa,2
Koru Sitesi,2
Korucuk Yol Ayrımı,2
Koruluk 2,2
Korutürk,2
Kosova,2
Kosova Mahallesi,2
Kovankayası,2
Koyundere,2
Koyundere Eski Son Durak,2
Koyundere Fatih Cami,2
Koyundere Kahveler,2
Koyundere Mera,2
Koyundere Mezarlık,2
Koyundere Muhtarlık,2
Koyundere İlkokulu,2
Koyundereli Hacı Mehmet Camii,2
Kozak Bergama Yolu,2
Kozak Caddesi,2
Kozak Maden,2
Kozak Yaylası,2
Kozak Yaşam Vadisi,2
Kozalak,2
Kozbeyli At Çifliği,2
Kozbeyli Giriş,2
Kozbeyli Karanfil,2
Kozbeyli Meydan,2
Kozbeyli Ova,2
Kozbeyli Çamlık,2
Kozbeyli İlkokulu,2
Kozpınar,2
Koşu Yolu,2
Koşuyolu,2
Kule,2
Kumova,2
Kumtepe,2
Kurfallı,2
Kurtuluş Camii,2
Kurtuluş İpek İşeri İlköğretim Okulu,2
Kuru Dere,2
Kurucaova,2
Kurucaova Tarla,2
Kurucuova Benzinlik,2
Kurucuova Mezarlık,2
Kurucuova Muhtarlık,2
Kurucuova Ova,2
Kurucuova Trafo,2
Kurucuova Üçyol,2
Kurucuova İlköğretim Okulu,2
Kurudere,2
Kurutaş,2
Kuruçeşme Merkez Cami,2
Kurşak Yolu,2
Kutsan,2
Kutup Yıldızı,2
Kuyu,2
Kuyucak,2
Kuyucak Meydan,2
Kuyucak Yolu,2
Kuyucak İlkokulu,2
Kuzey,2
Kuzey Şehir,2
Kuzey Şehir Üst Yol,2
Kuzucuoğlu,2
Kuzyaka,2
Kuğu,2
Kuşadası Caddesi,2
Kuşadası Yol Ayrımı,2
Kuşburnu,2
Kuşcuburun İp Fabrikası,2
Kuşluk,2
Kuşçu,2
Kuşçuburun Depolar,2
Kuşçuburun Karayolları,2
Kuşçular Orman Yangın Ekibi,2
Kuşçular Ova İlkokulu,2
Kuşçular Santral,2
Kuşçular Sera,2
Kuşçular yol ayrımı,2
Kyk Çiğli Öğrenci Yurdu,2
Köfündere,2
Köfündere Küme Evler,2
Köfündere Mezarlık,2
Köfündere Çiftlik,2
Kömürcü,2
Köprübaşı,2
Körfez Evleri,2
Körfez Evleri Giriş,2
Körfez Koru Evleri,2
Körfez Köy,2
Körfez Mahallesi,2
Köseder Yol Ayrımı,2
Kösedere,2
Kösedere Ağaçlıyol,2
Kösedere Manzara,2
Kösedere Mezarlık,2
Kösedere Muhtarlık,2
Kösedere Restoran,2
Kösedere Tarla,2
Kösedere Yol Ayrımı,2
Kösedere Zeytinlik,2
Köseoğlu,2
Köy Yolu,2
Köşk,2
Köşk Düzü Cami,2
Kübra,2
Kültür,2
Kültür Çarşısı,2
Kültürpark Kavşak,2
Küme Evleri,2
Küner Kavşak,2
Küner Küme Evler,2
Küner Yol Ayrımı,2
Küner Yolu,2
Kürdüllü Giriş,2
Kürnek Mevki,2
Kütlücek,2
Kütük Minare Cami,2
Küçük Akkum,2
Küçük Ayani Koyu,2
Küçük Ev,2
Küçük Köprü,2
Küçük Menderes Nehri,2
Küçük Trafo,2
Küçük Çay,2
Küçük Çiğli,2
Küçükbahçe,2
Küçükbahçe Giriş,2
Küçükbahçe Yol Ayrımı,2
Küçükbahçe Çiftlik,2
Küçükkale,2
Küçükkaya,2
Küçükkaya Köyü,2
Küçükkaya Manzara,2
Küçükkaya Pansiyon,2
Küçükkaya Yol Ayrımı,2
Kıbrıs Sineması,2
Kıbrıs Şehitleri İlkokulu,2
Kılıç,2
Kılıçkent,2
Kınalıtaş,2
Kınık Havuz,2
Kınık K1 Tipi Cezaevi,2
Kınık Kaymakamlık,2
Kınık Kız Yurdu,2
Kınık Mesleki ve Teknik Anadolu Lisesi,2
Kınık Ocak,2
Kınık Orman İşletme,2
Kınık Sanayi,2
Kınık Stad,2
Kınık Tavuk Çitliği,2
Kınık Ulu Cami,2
Kınık Zeytinlik,2
Kınık Çok Programlı Anadolu Lisesi,2
Kıpkıp,2
Kır Mahalle Giriş,2
Kır Mahalle Girişi,2
Kıraathane,2
Kıranlı Çıkış,2
Kırbaş Giriş,2
Kırcanlar,2
Kırkpınar,2
Kırlangıç,2
Kısıkköy Altyol,2
Kıyı Yolu,2
Kız Lisesi,2
Kız Yurdu,2
Kızıl Üzüm,2
Kızılay Kan Merkezi,2
Kızılağaç,2
Kızılcaağaç Giriş,2
Kızılcaağaç Kümeevler,2
Kızılcaağaç Çıkış,2
Kızılcahavlu,2
Kızılcahavlu Çıkış,2
Kızılcaova,2
Kızılcaova Giriş,2
Kızılcaova Kurtuluş,2
Kızılcaova Merkez,2
Kızılcaova Yol Ayrımı,2
Kızılcaova Yolu,2
Kızılcaova Çiftlik,2
Kızılcaova Çıkış,2
Kızılcaova İstiklal,2
Kızılkanat,2
Kızıloba Giriş,2
Kızıloba Ilıca Giriş,2
Kızıloba yol ayrımı,2
Kızılüzüm Giriş,2
Kışla Mahallesi,2
Kışlalı,2
Kışlalı Kümesi,2
Ladin,2
Laka Cami,2
Laka Eski Son Durak,2
Laka Köprü,2
Lale Park,2
Lale Tepe Cami,2
Lalepaşa Cami,2
Levent Depo,2
Levent Kara Sağlık Ocağı,2
Levent Çeşme,2
Leventtepe Selamet Cami,2
Lider,2
Lilyum,2
Liman Reis,2
Limon,2
Limon Servi,2
Limontepe,2
Limontepe Cami,2
Limontepe Seniye-Hasan Saray İlkokulu,2
Lozan,2
Lunapark,2
LÖSEV Doğa Çiftliği,2
Lütuflar Meydan,2
M.Akif ERSOY İÖO,2
M.Kemal Kürekçi Parkı,2
MKE Aliağa Hurda Müdürlüğü,2
MTK Birinci Giriş,2
MTK Giriş,2
MTK Trafo,2
MTK Çiçek,2
Maarif Sokak,2
Mab Sitesi,2
Mahfel,2
Mahkeme Tepesi,2
Mahmutlar,2
Makina,2
Makine,2
Makine Mühendisleri Odası,2
Malazgirt,2
Malazgirt İlköğretim Okulu,2
Malaçay,2
Maliye,2
Maliyeciler Park,2
Maltepe Arıtma Tesisi,2
Maltepe Cami,2
Maltepe Cumhuriyet,2
Maltepe Gediz,2
Maltepe Kubilay,2
Maltepe Köşe,2
Maltepe Mezarlık,2
Maltepe Ortaokulu,2
Maltepe Saha,2
Maltepe Sevgi,2
Maltepe Sitesi,2
Maltepe Son Durak,2
Maltepe Su,2
Maltepe Çiftlik,2
Manal,2
Manas,2
Mandalin,2
Mandalina,2
Mandalina Bahçesi,2
Manolya Parkı,2
Mapaz,2
Martı,2
Martı Parkı,2
Martı Sitesi,2
Masal Konutları,2
Master,2
Matbaa,2
Mavi Boncuk,2
Mavi Kent,2
Mavi Plaj,2
Maviçiçek,2
Mavişehir,2
Mavişehir Aktarma Merkezi,2
Mavişehir Dört Yol,2
Maydanoz,2
Maydanoz Çıkış,2
Mehmet Akif Cami,2
Mehmetcik,2
Mehmetler,2
Mehmetler Mezarlığı,2
Mehmetçik Parkı,2
Mehtap Mahallesi Kahveler,2
Meltem,2
Meltem Sitesi,2
Memiş Kahya,2
Menderes Adliye Sarayı,2
Menderes Altgeçit,2
Menderes Anadolu Lisesi,2
Menderes Belediyesi,2
Menderes Damlar,2
Menderes Devlet Hastanesi,2
Menderes Devlet Hastanesi 2,2
Menderes Düğün Salonu,2
Menderes Jandarma,2
Menderes Nikah Sarayı,2
Menderes Oto Sanayi,2
Menderes Park,2
Menderes Pazar Yeri,2
Menderes SGK,2
Menderes Sağlık Ocağı,2
Menderes Son Durak,2
Menderes Stadyum,2
Menderes Çevre Yolu,2
Menderes Üçyol,2
Menderes İnönü,2
Menemen Cezaevi,2
Menemen Cumhuriyet Ortaokulu,2
Menemen Devlet Hastanesi Kavşak,2
Menemen Eski Sanayi,2
Menemen Fidanlık,2
Menemen Garaj,2
Menemen Garaj Karşısı,2
Menemen Gençlik Eğitim,2
Menemen Jandarma,2
Menemen Karakol,2
Menemen Serbest Bölge,2
Menemen Stadı,2
Menemen Toplum Sağlığı Merkezi,2
Menemen Üst Geçit,2
Menemen İZSU,2
Menemen İmam-Hatip Ortaokulu,2
Menemen Şehir Parkı,2
Mercan,2
Mercankoyu Sitesi Giriş,2
Merdivenli Park,2
Merdivenli Yol,2
Merkez Bankası Tesisleri,2
Merkez Sokak,2
Merkez İlköğretim Okulu,2
Mersincik Mevki,2
Mersinli,2
Mersinli Kahve Cami,2
Mersinpınar Köşe,2
Mert Öztüre İlkokulu,2
Merve Cami,2
Meryem Sitesi,2
Mescid-i Aksa Cami,2
Mesire Alanı,2
Meslek Yüksek Okulu,2
Metal,2
Metaş İlköğretim Okulu,2
Meteroloji,2
Metin Aşıkoğlu Ortaokulu,2
Metin Oktay Mahallesi Muhtarlığı,2
Metro,2
Metrokent,2
Mevlan Parkı,2
Mevlana,2
Mevlana Anaokulu,2
Mevlana Cami,2
Mevlana Heykeli,2
Mevlana Mahallesi Cami,2
Mevlana Parkı,2
Mevlüt Aysun Özer İlkokulu,2
Meydan Yolu,2
Mezarlıkbaşı Cami,2
Mezbaha,2
Meşale,2
Millet,2
Milli Piyango Anadolu Lisesi,2
Milli İrade Orta Okulu,2
Mimar Kemaleddin,2
Mimar Kemalettin İlkokulu,2
Mimar Sinan Mesleki ve Teknik Anadolu Lisesi,2
Mimarlık Fakültesi,2
Mimkent,2
Mimoza,2
Mimteks,2
Miralay Fethi Bey,2
Mithatpaşa Mesleki ve Teknik Anadolu Lisesi,2
Miyase İnceer İlkokulu-Ortaokulu,2
Moda,2
Mola,2
Molla Kuyusu,2
Mopak Mesleki ve Teknik Anadolu Lisesi,2
Mordoğan Ardıç,2
Mordoğan Beyaz,2
Mordoğan Frezya,2
Mordoğan Günbatımı,2
Mordoğan Kayacık,2
Mordoğan Kayalık,2
Mordoğan Körfez,2
Mordoğan Market,2
Mordoğan Nergis,2
Mordoğan Orkide,2
Mordoğan Saklı Köy,2
Mordoğan Stad,2
Mordoğan Sümbül,2
Mordoğan Yarımada,2
Mordoğan Zeytin,2
Mordoğan Çakıl,2
Mordoğan İğdealtı,2
Muammer Aksoy Parkı,2
Muhtar,2
Muradiye Cami,2
Muran,2
Murat Mahallesi Muhtarlık,2
Mursal Meydanı,2
Musabey Meydan,2
Musabey Ova,2
Musabey Yol Ayrımı,2
Musabey Çamlar,2
Mustafa Güngör Çolakoğlu Anadolu Lisesi,2
Mustafa Kemal Anadolu Lisesi,2
Mustafa Kemal Lisesi,2
Mustafa Kemal Mahallesi Muhtarlığı,2
Mustafa Kemal İlkokulu,2
Mustafa Reşit Aydın Parkı,2
Mustafa Yücel Özbilgin Parkı,2
Mutlu Parkı,2
Muzaffer Ersezgin,2
Muzaffer Gönen Parkı,2
Mühendislik Fakültesi,2
Münevver Teyze Parkı,2
Münevver Öğretmen Ortaokulu,2
Mürsel Paşa,2
Mürşide Altınçubuk İlköğretim Okulu,2
Müyesser Turfan Güçsüzler Evi,2
Mızraklı,2
Naci Tuncel Caddesi,2
Naci Şensoy Anadolu Lisesi,2
Nafiz Gürman Eski Son Durak,2
Nafiz Gürman Muhtarlık,2
Naime Meydan,2
Naime Yolu,2
Naime Çiftlik,2
Nalbant,2
Naldöken Kültür Merkezi,2
Naldöken Meydan,2
Naldöken Mezarlık,2
Naldöken İtfaiye,2
Nalkesen,2
Namet,2
Narbel Çeşme,2
Narenciye,2
Narlıca,2
Narlıca Giriş,2
Narlıca Köy İçi,2
Narlıca Çıkış,2
Narlıca İlkokulu,2
Narlıdere Belediye,2
Narlıdere Cami,2
Narlıdere Kaymakamlık,2
Narlıdere Piknik Yeri,2
Narlıdere İtfaiye,2
Narlıdere İzmir Evleri,2
Narlıkuyu,2
Narova,2
Nasrettin Hoca Parkı,2
Nato,2
Nato 1,2
Nazar Köy,2
Necdet Tokatlıoğlu,2
Nedim Dağtaş,2
Nehir,2
Nemrut,2
Nene Hatun,2
Nenehatun Çok Programlı Anadolu Lisesi,2
Nergiz,2
Nergiz Sağlık Ocağı,2
Nevvar Salih İşgören Anadolu Lisesi,2
Neyhan,2
Neşe,2
Neşeli,2
Neşet Ertaş Parkı,2
Ni KA,2
Nilüfer,2
Nohut Gölü,2
Nohutalan,2
Nohutalan Merkez,2
Nohutalan Taş Ocağı,2
Nohutalan Zeytin,2
Nokta,2
Novada,2
Nuri Atik Mesleki ve Teknik Anadolu Lisesi,2
Nuri Vesugay Parkı,2
Ocaklı,2
Okul Durağı,2
Okullar,2
Okçu,2
Okçular Meydan,2
Okçular Yolu,2
Olduruk,2
Olduruk 2,2
Olimpiyat Köy Havuzu,2
Olimpiyat Köyü Giriş,2
Olimpiyat Köyü Çarşı,2
On Dört Evler,2
Onat,2
Onay,2
Ondokuz Mayıs,2
Ongül,2
Onmaz,2
Opel,2
Orcaner,2
Ordu Pazarı,2
Organize,2
Organize Sanayi Cami,2
Orhan Kemal,2
Orhan Veli Kanık,2
Orhan Veli Parkı,2
Orhangazi,2
Orhangazi Yolu,2
Orhanlı,2
Orhanlı Gündoğdu,2
Orhanlı Meydan,2
Orhanlı Muhtarlık,2
Orhanlı Yol Ayrımı,2
Orman Fidanlığı,2
Orman Kampı,2
Orman Okulu,2
Orman İşletme,2
Orman İşletme Şefliği,2
Ormancı,2
Ormancı Altyol,2
Ormancı Sitesi,2
Ormancı Sitesi 2,2
Ormanköy,2
Ormanköy Giriş,2
Ormanköy Meydan,2
Ormanköy Çıkış,2
Orta Mahalle Plaj,2
Ortadoğulular Sitesi,2
Ortaköy,2
Ortaköy Kavşak,2
Ortaköy Merkez Cami,2
Ortanca,2
Ortaç,2
Osman Bey Anadolu Lisesi,2
Osman Bey Parkı,2
Osman Dirik Parkı,2
Osman Kibar,2
Osman Kibar Kavşağı,2
Osman Zeki Üngör,2
Osman Öksüz Parkı,2
Osmangazi Köprü,2
Osmanlar Köyü Giriş,2
Osmanlar Yolu,2
Osmanlı Parkı,2
Otokent C Kapısı,2
Otoyol,2
Otuz Ağustos,2
Otuzbirler Kümeevler,2
Otuzbirler Mezarlık,2
Otuzbirler Üçyol,2
Ova Evleri,2
Ovacık Giriş,2
Ovacık Madeni,2
Ovacık Samyeli,2
Ovacık Çıkış,2
Oya,2
Oyak Blokları,2
Ozanköy,2
Oğlananası,2
Oğlananası Bahçe,2
Oğlananası Giriş,2
Oğlananası Karaselvi,2
Oğlananası Köprü,2
Oğlananası Mezarlık,2
Oğlananası Sevgi,2
Oğlananası Yeni Cami,2
Oğlananası Yol Ayrımı,2
Oğlananası Zafer,2
Oğlananası Zeytinlik,2
Oğlananası Üçyol,2
Oğlananası İlkokulu,2
PTT 2,2
PTT Santral,2
Pakmaya,2
Pakmaya Ülkü Hızal Anadolu Lisesi,2
Palamut,2
Palamutarası Giriş,2
Palamutarası Meydan,2
Palamutarası Yolu,2
Palmiyeler,2
Pamukkale Sitesi,2
Pamukkale Sitesi 2,2
Pamukyazı Merkez,2
Pamukyazı Ova,2
Pamukyazı Tamsa Seramik Fabrikası A.Ş. İlkokulu,2
Panaroma Evleri,2
Pancar Cami,2
Pancar Giriş,2
Pancar Köprü,2
Pancar Meydan,2
Pancar Mezarlık,2
Pancar Muzaffer Hanım İlkokulu,2
Pancar OSB Trafo,2
Pancar Prefabrik,2
Pancar Tekstil,2
Pancar Viraj,2
Pancar Zeytin,2
Pancar Çıkış,2
Pansiyon,2
Park Koza Evleri,2
Park Kozak,2
Park Orman,2
Parklar,2
Parlak Giriş,2
Patlak Mevki,2
Payamlı Kısıklar,2
Payamlı Manzara,2
Payamlı Mezarlık,2
Payamlı Muhtarlık,2
Payamlı Orman,2
Payamlı Restoran,2
Payamlı Vadi,2
Payamlı Yol ayrımı,2
Payamlı Yolu,2
Payamlı Zeytinlik,2
Payamlı Çam,2
Paşa Köprüsü,2
Peker,2
Peker Mahallesi Eski Son Durak,2
Pepsi,2
Perihan Mahmut Celalettin Demirgüreş İlkokulu,2
Permakültür,2
Pertev Bey,2
Petkim Arıtma,2
Petra Koyu,2
Petrol,2
Petunya,2
Peyami Safa,2
Peşrefli,2
Peşrefli Çiftlik,2
Pina,2
Pirenlik Depo,2
Pirenlik Orman,2
Pirenlik Park,2
Pirenlik Tepe,2
Pirenlik Çayır,2
Pirentepe,2
Piri Reis,2
Piriştina,2
Piriştina Parkı,2
Piyade Teğmen Mehmet Terzioğlu,2
Piyale,2
Polen Tatil Köyü,2
Poliklinik,2
Polis Okulu,2
Postacılar Muhtarlık,2
Postacılar Trafo,2
Poyracık Anıt,2
Poyracık Beyaz Zambak,2
Poyracık Meydan,2
Poyracık Park,2
Poyracık Zeytinlik,2
Poyraz,2
Prim Konutları,2
Prof.Dr.Muzaffer Kula Anadolu Lisesi,2
Profesör Doktor Taner Kışlalı Parkı,2
Profesörler Sitesi,2
Ptt Karabağlar Dağıtım Toplama Merkezi,2
Ptt Santral,2
Punteks,2
Pura,2
Pınar Evleri,2
Pınar Mevkii,2
Pınar Sokak,2
Pınar Süt,2
Pınarbaşı Depolar,2
Pınarbaşı Gökkuşağı,2
Pınarbaşı Kara Ali Camii,2
Pınarbaşı Kavşak,2
Pınarbaşı Kültür Merkezi,2
Pınarbaşı Mezarlığı,2
Pınarbaşı Sanayi Giriş,2
Pınarbaşı Yarış Pisti,2
Pınarcık  Yol Ayrımı,2
Pınarköy,2
Pınarköy Cami,2
Pınarköy Giriş,2
Pınarköy Köy İçi,2
Pınarköy Küme Evleri,2
Pınarköy Çıkış,2
Pınarlı,2
Pınarlı Cami,2
Radar,2
Recep Ersayın İlkokulu,2
Recep Kerman Lisesi,2
Redresör,2
Refet Bele Mahalle Muhtarlığı,2
Reha Midilli Ortaokulu,2
Reha Necla Midilli İ.Ö,2
Reisdere Market,2
Reisdere Siteler,2
Reisdere Taşevler,2
Reisdere Özkanlar Sitesi,2
Remzi Bey,2
Remzi Oğuz Arık İlkokulu,2
Restoran,2
Reyhan,2
Reysaş,2
Rezene,2
Reşat Nuri,2
Reşat Nuri Güntekin,2
Rüzgarlıtepe,2
Rıdvan Nafiz Edgüer Ortaokulu,2
Rıfat Ilgaz,2
Rıza Ertan,2
Saadet Onart İlkokulu,2
Sabahattin Ali,2
Sacide Ayaz İlk ve Ortaokulu,2
Sadettin Tezcan Özel Eğitim Meslek Okulu,2
Sadi Hoşses Parkı,2
Sadullah Sever,2
Sadullah Sever Kümesi,2
Sadık Bey,2
Sahil Sağlık Denetleme,2
Sahilkent,2
Saip Köy,2
Saipler,2
Saipler Kavşak,2
Saipler Meydan,2
Saipler Tarla,2
Saipler Yol Ayrımı,2
Saipler Yolu,2
Saipler Zeytinlik,2
Saipler Çiftlik,2
Saipler Çıkış,2
Sait Faik Abasıyanık,2
Sakin,2
Sakızağacı,2
Salhane İş Merkezi,2
Salih Dede Anadolu Lisesi,2
Salih Omurtak Üst Yol,2
Saliha Hüseyin Özyavuz Ortaokulu,2
Salkım Söğüt,2
Salman Cami,2
Salman Giriş,2
Salman Köprü,2
Salman Market,2
Saltukbey,2
Salça Fabrikası,2
Sanayi Caddesi,2
Sanayi Kavşağı,2
Sancaklı,2
Sancaklı Giriş,2
Sancaklı Küme Evleri,2
Sancaklı Muhtarlık,2
Sancaklı Saha,2
Sancaklı Tepe,2
Sancaklı Yol Ayrımı,2
Sancaklı Çeşme,2
Santorini Sitesi,2
Saray,2
Saraykent 1,2
Saraypatı,2
Sare,2
Sarnıç Alt Geçidi,2
Sarnıç Belediye Garajı,2
Sarnıç Dere,2
Sarnıç Eski Son durak,2
Sarnıç Gölet,2
Sarnıç Kızılçam,2
Sarnıç Meydan,2
Sarnıç Mezarlık,2
Sarnıç Piknik Alanı,2
Sarnıç Sağlık Ocağı,2
Sarnıç Trafo,2
Sarnıç Yeşil,2
Sarnıç Yol Ayrımı,2
Sarnıç Çamlık,2
Sarnıçköy Giriş,2
Sarnıçköy Ladin,2
Sarnıçköy Çamlık,2
Sarı Evler,2
Sarı Gül,2
Sarı Nasuhlar Yolu,2
Sarıdere,2
Sarıkaya,2
Sarıkaya Mevki,2
Sarılar İlkokulu,2
Sarıtaş,2
Sarıyurt Giriş,2
Sarıçay,2
Sarışın,2
Sasalı Giriş,2
Sasalı Meydan,2
Sasalı Piknik Alanı,2
Sayra&Çınar Parkı,2
Sazlı Göl,2
Sazlıca Koyu,2
Sağancı,2
Sağancı Giriş,2
Sağancı Meydan,2
Sağancı Çıkış,2
Sağancı İlkokulu,2
Sağlık Giriş,2
Sağlık Müdürlüğü,2
Sağlık Son Durak,2
Sebahat Akşıray Otistik Eğitim Merkezi,2
Sebze Hali,2
Sefa,2
Sefa Köse Reis,2
Seferihisar Bahçe,2
Seferihisar Belediyesi Şantiye,2
Seferihisar Devlet Hastanesi,2
Seferihisar Değirmen,2
Seferihisar Kavşak,2
Seferihisar Konutlar,2
Seferihisar Mezarlık,2
Seferihisar Saha,2
Seferihisar Semt Garajı,2
Seferihisar Su Arıtma Tesisi,2
Seferihisar TOKİ Sitesi,2
Seferihisar Çiftlik,2
Seferihisar İMKB Mesleki ve Teknik Anadolu Lisesi,2
Seferihisar İtfaiye,2
Segen Göleti,2
Sekiz Eylül İlkokulu,2
Sekseninci Yıl Cumhuriyet Parkı,2
Sekseninci Yıl İlköğretim Okulu,2
Selvili,2
Selvili Cami,2
Selçuk Belediyesi,2
Selçuk Kavşağı,2
Selçuk Mahallesi,2
Selçuk Yaşar Alaybey Ortaokulu,2
Selçuk Yaşar Boyacılık EML,2
Selçuk Şehit Erol Olçok Anadolu Lisesi,2
Semiye,2
Semral Gülcemal Parkı,2
Seniha Mayda Ortaokulu,2
Sepici,2
Sera Sokak,2
Serbay,2
Serdar,2
Serdengeçti,2
Seren,2
Serköy Çiftlik Evleri Giriş,2
Serçe,2
Ses,2
Sevda,2
Seven,2
Sevgi Ferit Akın İlköğretim Okulu,2
Sevgi Mahalle Muhtarlığı,2
Sevgi Ormanı,2
Seydiköy,2
Seyir,2
Seyir Tepe,2
Seyit Şanlı Anadolu Lisesi,2
Seyran,2
Seyrek Belediyesi,2
Seyrek Konutlar,2
Seyrek Meydan,2
Seyrek İlköğretim Okulu,2
Seçkin Evler Sitesi,2
Siesta Konutları Yolu,2
Sinancılar,2
Sinem,2
Sistaş,2
Site 1,2
Site 2,2
Site Son Durak,2
Siteler Muhtarlık,2
Sivil Savunma,2
Smyrna,2
Sokullu,2
Son Direk,2
Sosyal Konutlar,2
Sosyal Tesisler,2
Sosyal Yaşam Merkezi,2
Sosyal Yaşam Merkezi 2,2
Sosyete Parkı,2
Soyak İzsu,2
Soydaşlar,2
Soylu,2
Soğuk Depolar,2
Soğuk Hava,2
Soğukkuyu Atölye,2
Soğukkuyu Trafik,2
Soğutma Fabrikası,2
Spor Kondisyon Parkı,2
Spor Merkezi,2
Spotçular,2
Stadyum İstasyon,2
Su Perisi,2
Subay Gazinosu,2
Subay Lojmanları,2
Subay Lojmanları 1,2
Subay Lojmanları 2,2
Subay Lojmanları 3,2
Subay Lojmanları 4,2
Subaşı Belediyesi,2
Subaşı Ova,2
Subaşı Pazaryeri,2
Sucu,2
Sultan Abdülhamit İlkokulu,2
Sultan Alparslan Anadolu Lisesi,2
Sulu Dere Yol Ayrımı,2
Sulu Kız,2
Suphi Parkı,2
Sönmez,2
Söğütören Mavi,2
Söğütören Yol Ayrımı,2
Süleyman Demirel Lisesi,2
Süleyman Eczacıbaşı İlköğretim Okulu,2
Süleyman Şah Mesleki ve Teknik Anadolu Lisesi,2
Süleymaniye,2
Süleymanlı,2
Süleymanlı Gölet yolu,2
Süleymanlı Kalarga Tepesi,2
Süleymanlı Meydan,2
Süleymanlı Muhtarlık,2
Süleymanlı Tavuk Çiftliği,2
Süleymanlı Yolu,2
Süleymanlı Çıkış,2
Süleymanlı Üst Yol,2
Süleymanlı İlköğretim Okulu,2
Sümerbank,2
Süren,2
Süreyya Sultan Evleri,2
Sürücü Kursu,2
Süsen,2
Süt Fabrikası,2
Süt Toplama Merkezi,2
Sütçüler Kavşağı,2
Sütçüler Köyü Girişi,2
Sütçüler Yol Ayrımı,2
Sıdıka Akdemir Rehberlik ve Araştırma Merkezi,2
Sığacık Aile Sağlığı,2
Sığacık Konakları,2
Sığacık Manzara,2
Sığacık Pazarı,2
Sığacık Sazlıgöl,2
Sığacık Siteler,2
Sığacık Tarla,2
Sığacık Yol Ayrımı,2
Sığacık Zeytinlik,2
TEİAŞ,2
TOKİ Evleri,2
TOKİ Yolu,2
TRT,2
Tabak Köprüsü,2
Tabakçı plajı,2
Tahir Merzeci Ortaokulu,2
Tahsin Yazıcı,2
Tahtalı,2
Talatpaşa,2
Tarihi Su Kemeri,2
Tarihi Çavuş Çeşmesi,2
Tariş Arkası,2
Tariş Küme Evleri,2
Tariş depoları,2
Tariş İpek,2
Tarık Buğra,2
Tarım  Koop,2
Tarım Geliştirme Merkezi,2
Tarım Kooperatifi,2
Tarım Ürünleri Deposu,2
Tarımsal Araştırma,2
Tarımsal Araştırma ve Eğitim Merkezi,2
Taskesik İlkokulu,2
Tat Konserve,2
Tatil Köyü,2
Tavuk Çiftliği,2
Taziye Evi,2
Taç Sanayi,2
Taş Ocağı,2
Taş Villa,2
Taşduvar,2
Taşev,2
Taşkesik,2
Taşkesik Benzinlik,2
Taşkesik Camii,2
Taşkesik Yolu,2
Taşkesik Zeytinlik,2
Taştepe Caddesi,2
Tedaş,2
Tekel Lojmanlar,2
Tekeli Belediyesi,2
Tekeli Beton Santrali,2
Tekeli Efe,2
Tekeli Esinti,2
Tekeli Park,2
Tekeli Sağlık Ocağı,2
Tekeli Tarım,2
Tekeli Yörük,2
Tekeli Çiftlik,2
Tekeli İstasyon Yolu,2
Tekke Mezarlığı,2
Tekkebaşı,2
Tekkeboğazı Sokak,2
Tekkedere,2
Tekne Atölyesi,2
Teknopark,2
Teksif,2
Tekstil,2
Tekstilciler Cami,2
Tekstilciler Çarşısı,2
Tel Örgü,2
Teleferik,2
Telekler Köyü,2
Telekler Çeşme,2
Telli Bahçe,2
Temel,2
Tenis Kulübü,2
Teos Antik Kenti,2
Teos Marina,2
Teos Parkı,2
Teos Piknik Alanı,2
Teos Villaları,2
Tepaş,2
Tepe Kahve,2
Tepecik Caddesi,2
Tepecik Doğum Hastanesi,2
Tepeköy Aktarma,2
Tepeköy Kavşak,2
Tepeköy İstasyon Yolu,2
Tepeli,2
Teras Evler,2
Teraslı Park,2
Terbay,2
Termak,2
Termik Santral Tesisleri,2
Tersane,2
Terzi,2
Terzihaliler Camii,2
Terzihaliler Son Durak,2
Terzihaliller Mermer,2
Teğmen Ali Rıza Akıncı Anadolu Lisesi,2
Ticaret Borsası İlköğretim Okulu,2
Tire ATATÜRK Std.,2
Tire Anadolu İmam Hatip Lisesi,2
Tire Gökçen Mezbaha,2
Tire Hemzemin Geçit,2
Tire Kavşağı,2
