stop_name,stop_count
Cemil Atlas İlköğretim Okulu,2
Cemil Meriç Parkı,2
Cemsultan,2
Cengiz Parkı,2
Cengiz Topel,2
Cengizhan Yetmiş Beşinci Yıl Lisesi,2
Cennet Bahçesi Mezarlığı,2
Cennetçeşme Beyazıt Cami,2
Centaş 2 Sitesi,2
Cephanelik,2
Cevher,2
Cevizlibağ,2
Cezaevi Su Deposu,2
Claros,2
Cumalı Mezarlık,2
Cumalı Üçyol,2
Cumhuriyet Lisesi,2
Cumhuriyet Mahallesi Hastane,2
Cumhuriyet Mahallesi Muhtarlığı,2
Cumhuriyet Mahallesi Trafo,2
Cumhuriyet Mahallesi Üçyol,2
Cumhuriyet Meydanı,2
Cumhuriyet Park,2
Cumhuriyet Parkı,2
Cumhuriyet Sanayi,2
Cumhuriyet Sümbül,2
Cumhuriyet Çam,2
Cumhuriyet İlkokulu,2
DSİ Kamp,2
Dalan,2
Dalgın,2
Dalya,2
Damatlar Mahallesi,2
Damla,2
Damlacık Giriş,2
Damlacık Halı Saha,2
Damlacık Köyü İlkokulu,2
Damlacık Meydan,2
Damlacık Yolu,2
Damlar,2
Davulcu Deresi,2
Dağ Evleri,2
Dağkızılca,2
Dağkızılca Lale,2
Dağkızılca Papatya,2
Dağkızılca Zeytin,2
Dağkızılca Çiftlik,2
Dağkızılca Çıkış,2
Dağtekke Yolu,2
Dede Dağı,2
Dede Fırını,2
Dede Korkut,2
Dedealtı,2
Dedebaşı,2
Deli Ömerli,2
Deliktaş,2
Deliktaş Bakkal,2
Deliktaş Dörtyol,2
Deliktaş Göl,2
Deliktaş Meydan,2
Deliktaş Şehit Cengiz Topel Ortaokulu,2
Demaş Kooperatifi,2
Demet,2
Demir,2
Demirci Zambak,2
Demircili Giriş,2
Demircili Trafo,2
Demircili Yol Ayrımı,2
Demircili Çiftlik,2
Demircili Çıkış,2
Demirer,2
Demirkent,2
Demirkıran,2
Demirler,2
Demirli Çay,2
Demirtaş,2
Demirtaş Cami,2
Demiryolu,2
Deniz Baykal Kültür Merkezi,2
Deniz Komutanlığı,2
Denizatı,2
Denizmen,2
Depolar,2
Dere Ağızı,2
Dere Balık,2
Dere Çeşme,2
Derebağ,2
Derebaşı,2
Derebaşı Zeytin,2
Dereiçi,2
Dereköy Ebdo İlkokulu,2
Dereköy Giriş,2
Dereköy Girişi,2
Dereköy Jandarma,2
Dereköy Kavşak,2
Dereköy Meydan,2
Dereköy Muhtarlık,2
Dereköy Yol Ayrımı,2
Dereköy Yolu,2
Dereköy İlkokulu,2
Derman Yolu,2
Dernek,2
Desen,2
Destan Aksoy Parkı,2
Develi,2
Develi Bahçeler,2
Develi Cami,2
Develi Demiryolu,2
Develi Mezarlık,2
Develi Seralar,2
Develi Yolu,2
Develi Çıkış,2
Develi Üçyol,2
Devlet Malzeme Ofisi Çok Programlı Anadolu Lisesi,2
Değirmenaltı,2
Değirmenci,2
Değirmendere Bahçe,2
Değirmendere Giriş,2
Değirmendere Seralar,2
Değirmendere Son Durak,2
Değirmendere Yol Ayrımı,2
Değirmenönü,2
Dicle,2
Dikili Devlet Hastanesi,2
Dikili Hastane,2
Dikili Liman,2
Dikili Lise,2
Dikili Nergis,2
Dikili Sahil,2
Dikili Sarmaşık,2
Dikili Zeyrek,2
Dikili Çandarlı Yolu Sokak,2
Dikili Çocuk Bahçesi,2
Dirayet Süren İlkokulu,2
Dirmil Gazi,2
Dirmil Giriş,2
Dirmil Tarla,2
Dirmil Yol Ayrımı,2
Dirmil Çıkış,2
Dirmil İlkokulu,2
Dizdar Cami,2
Dizdarlar,2
Doktor Eroğlu Parkı,2
Doktorlar Sitesi,2
Dokuz Eylül Deniz Bilimleri,2
Dokuz Eylül Eğitim Fakültesi,2
Dokuz Eylül Hastanesi İstasyon,2
Dokuz Eylül Rektörlük,2
Dokuz Eylül Öğrenci Yurdu,2
Dolaplı Kuyu Mezarlık,2
Dolmuş Garajı,2
Doruk,2
Doyranlı,2
Doyranlı Fidanlık,2
Doyranlı Lale Bahçesi,2
Doğa Evi,2
Doğakan Güngör Parkı,2
Doğakent,2
Doğal Kent,2
Doğalgaz Akım Tesisi,2
Doğan Çingil,2
Doğanata Çiftlik,2
Doğanay,2
Doğanbey,2
Doğanbey Muhtarlık,2
Doğanbey Payamlı,2
Doğanbey Çıkış,2
Doğancılar,2
Doğancılar Mezarlık,2
Doğancılar Yeşillik,2
Doğancılar Yolu,2
Doğancılar Zeytinlik,2
Doğanlar Dört Yol,2
Doğanlar Hurdacılar Sitesi Cami,2
Doğanlar Pazaryeri,2
Doğançay,2
Doğançay Aile Sağlığı Merkezi,2
Doğançay Köprü,2
Doğançay Meydan,2
Doğançay Mezarlık,2
Doğançay Mezarlık Üstü,2
Doğançay Viyadüğü,2
Doğançay Yeni Mezarlığı,2
Dr. Behçet Uz Rekreasyon Alanı,2
Dr. Güngör Özbek A. L.,2
Dul Deresi,2
Duman,2
Durallar İlkokulu,2
Durmuş Yaşar İlköğretim Okulu,2
Durmuşlar,2
Dutlu Kahve,2
Dutluk,2
Duyar,2
Duğrallar ilkokulu,2
Dyo Kampı,2
Dökümcüler 1,2
Dökümcüler 2,2
Dördüncü Sanayi Kavşağı,2
Dümbüllü,2
Dündarlı,2
Dündarlı Giriş,2
Dündarlı Çiftlik,2
Dündarlı Çıkış,2
Düverlik Mezarlık,2
Düzce Köprü,2
Düzce Yolu,2
Düzyollar,2
Düğüm,2
ESKİ ÇAMDİBİ MEZARLIĞI,2
Ebruli,2
Ecir Sitesi,2
Eda,2
Efeler,2
Efem Çukuru,2
Efem Çukuru Hal,2
Efemçukuru Yolu,2
Efemçukuru İkokulu,2
Efes Sitesi,2
Ege Diyaliz,2
Ege Endüstri,2
Ege Kar,2
Ege Serbest Bölge,2
Ege Üniversitesi Aliağa Meslek Yüksekokulu,2
Ege Üniversitesi Hastanesi,2
Ege Üniversitesi Öğrenci Köyü,2
Egeay,2
Egekent 2 Koruluk,2
Egekent 2 Pazaryeri,2
Egekent 2 Sağlık Ocağı,2
Egekent 2 İstiklal,2
Egekent 4 Kavşak,2
Egekent 4 Tepe,2
Egekent Cami,2
Egekent Devlet Hastanesi,2
Egekent Dispanser,2
Egekent Köşe,2
Egekent Park,2
Egekent Postane,2
Egekent Trafo,2
Egekent Üçyol,2
Egeli,2
Egem,2
Egem Sahil Evleri,2
Egzozcu,2
Eken,2
Ekin Koleji,2
Ekin Pazarı,2
Ekinci,2
Ekiz,2
Ekmeksiz Plaj Yolu,2
Ekoten,2
Eksen Deresi,2
Ela,2
Elektral,2
Elektrik,2
Elifli,2
Elifli Sera,2
Elit,2
Elit Koleji,2
Elit Sitesi,2
Elit Sitesi Yol Ayrımı,2
Elka,2
Ellinci Yıl İlkokulu,2
Elmalı,2
Emiralem Dörtyol,2
Emiralem Jandarma,2
Emiralem Kabristan,2
Emiralem Üçyol,2
Emiralem İstasyon,2
Emlak Bankası Evleri,2
Emlakçılar,2
Emniyet Lojmanları,2
Enerji,2
Enerji Sitesi,2
Engelliler Eğitim Merkezi,2
Engelsiz Yaşam Parkı,2
Enginar,2
Enhoşlar,2
Ensar Cami,2
Enver Aktürk,2
Eren,2
Ergenli Giriş,2
Ergenli Meydan,2
Ergenli Çıkış,2
Ergenli Şantiye,2
Erkal Sitesi,2
Eroğlu,2
Ertuğrul Cami,2
Ertuğrul Mahallesi,2
Ertuğrul Meydan,2
Ertuğrulköy,2
Erze,2
Esatpaşa,2
Esatpaşa Köşe,2
Esbaş Otopark,2
Esen,2
Esen Yelleri,2
Esendere,2
Esentepe Aile Hekimliği,2
Esentepe Basket Sahası,2
Esentepe Gazi Engin Çiftçioğlu İlkokulu,2
Esentepe Kültür Merkezi,2
Eserkent,2
Eserkent Köşe,2
Eshot Ağır Bakım Tesisleri,2
Eshot Evleri,2
Eski Bahçe,2
Eski Bulgurca Yolu,2
Eski Foça Çiftlik,2
Eski Garaj,2
Eski Minare,2
Eski Mordoğan Mezarlık,2
Eski Mordoğan İZSU,2
Eski Park,2
Eski Salman,2
Eski Salman Bahçe,2
Eski Salman Cami,2
Eski Salman Giriş,2
Eski Salman Çıkış,2
Eski Yol,2
Eskiizmir Anaokulu,2
Eskiizmir İlkokulu,2
Eskioba,2
Esnaf Sanatkarlar Odası,2
Etap 1,2
Etiler,2
Evka 1 İtfaiye,2
Evka 2 Manzara,2
Evka 2 Merkez Cami,2
Evka 2 Postane,2
Evka 2 Telekom,2
Evka 4 Muhtarlık,2
Evka 5 Cumhuriyet,2
Evka 5 Park,2
Evka 7,2
Evka-3 Parkı,2
Evka-4 Anaokulu,2
Evliya Çelebi,2
Evrenesoğlu Ortaokulu,2
Evrensel Sitesi,2
Eyüp El Ensari Cami,2
Eyüp Sitesi,2
Eyüp Sultan Cami,2
Ezgi,2
Eğerci,2
Eğerci Dörtyol,2
Eğerci Eski Okul,2
Eğerci Kabristan,2
Eğerci Üçyol,2
Eğerci İlkokulu,2
Eğiller,2
Eğitim Gönüllüleri,2
Eğlenhoca Balık Çiftliği,2
Eğlenhoca Fabrika,2
Eğlenhoca Giriş,2
Eğlenhoca Son Durak,2
Eğlenhoca Tarla,2
Eğlenhoca Zeytinyağı,2
Eğlenhoca Çıkış,2
Eğri Liman,2
Eğri Liman Çiftlik,2
Eğridere Meşe,2
Eğridere Çam,2
Eğrigöl,2
Eşen Mahallesi,2
Fabrikalar 1,2
Fabrikalar 3,2
Faik Bey,2
Faik Muhittin Adam İlkokulu,2
Fakir Baykurt Parkı,2
Fakülte,2
Fatih Seylan Cami,2
Fatih Sultan Mehmet,2
Fatih Sultan Mehmet Teknik ve Endüstri Meslek Lisesi,2
Fatih İlkokulu,2
Fatma Koşay İlköğretim Okulu,2
Fatma Saygın Anadolu Lisesi,2
Fazıl Hüsnü Dağlarca,2
Fen Fakültesi,2
Fener,2
Ferahlı Parkı,2
Ferizler-Paşa Köy Girişi,2
Festival,2
Fevzi Paşa İlkokulu,2
Fevzipaşa Cami,2
Fevzipaşa Stadı,2
Fide,2
Fidelya,2
Filiz,2
Fincancılar,2
Firdem,2
Firuze,2
Flamingo Sitesi 2,2
Fotaş,2
Fotoğraf Müzesi,2
Foça Bahçelievler,2
Foça Belediye Yerleşkesi,2
Foça Cezaevi,2
Foça Devlet Hastanesi,2
Foça Dinlenme Tesisleri,2
Foça Hükümet Konağı,2
Foça Port,2
Foça Stad,2
Foça Şahin Tepesi,2
Foçaköy,2
Frezya,2
Fuar İzmir,2
Fulden,2
Furunlu Dörtyol,2
Furunlu Giriş,2
Furunlu Tulumba,2
Furunlu Yedikavak,2
Furunlu Yenicekuyu,2
Furunlu Yolu,2
Furunlu Çamlık,2
Fırat,2
Gaffar Okkan,2
Galericiler Sitesi,2
Garahayıt,2
Gardenya,2
Gayretiye Cami,2
Gayrettepe Cami,2
Gazeteci Hasan Tahsin,2
Gazeteler,2
Gazi,2
Gazi Caddesi,2
Gazi Mah  Toki Evleri,2
Gazi Mahallesi,2
Gazi Mustafa Kemal,2
Gazi Toki Yol Ayrımı,2
Gazi Umurbey Okul,2
Gazi İlkokulu,2
Gaziemir Belediye Şantiye,2
Gaziemir Belediyesi Spor Tesisi,2
Gaziemir Merkez Cami,2
Gaziemir PTT,2
Gaziemir Semt Garajı,2
Gaziemir Trafo,2
Gaziemir İMKB Mesleki ve Teknik Anadolu Lisesi,2
Gaziemir İlçe Emniyet,2
Gaziemir İstasyon,2
Gaziemir Şantiye,2
Gazikent Muhtarlık,2
Gaziler,2
Gazipaşa Mah Muhtarlık,2
Gazozcu,2
Gediz Meydan,2
Gelinkaya,2
Gelinler,2
Gencelli,2
Genceroğlu Parkı,2
General Kazım Özalp Muhtarlık,2
Genç,2
Gençlik Parkı,2
Gereli,2
Gereli Cami,2
Gereli Mezarlık,2
Gereli Sağlık Ocağı,2
Gerence,2
Gerenköy Atatürk,2
Gerenköy Bahçe,2
Gerenköy Bakkal,2
Gerenköy Fabrika,2
Gerenköy Meydan,2
Gerenköy Mezarlık,2
Gerenköy Son Durak,2
Gerenköy Çam,2
Gerenköy Çeşme,2
Gerenköy Üçyol,2
Gerenköy İlkokulu,2
Germiyan,2
Germiyan 8 Evler Sitesi,2
Germiyan Atatürk Parkı,2
Germiyan Burcu Sitesi,2
Germiyan Cami,2
Germiyan Deniz Sitesi,2
Germiyan Evleri,2
Germiyan Fidanlık,2
Germiyan Köyiçi,2
Germiyan Manzara,2
Germiyan May Sitesi,2
Germiyan Meydan,2
Germiyan Yalı,2
Germiyan Ören,2
Germiyan İştur Sitesi,2
Geçit,2
Geçit 1,2
Geçit 2,2
Girgin,2
Girne Bulvarı,2
Girne Konutları,2
Girne Pazaryeri,2
Gizem,2
Gişeler,2
Golf,2
Gonca,2
Grand Efe,2
Gurbet,2
Gurbet Tepe,2
Gödence Yolu,2
Gökalp,2
Gökbaş,2
Gökdere 1,2
Gökdere 2,2
Gökdere 3,2
Gökdere Arıtma,2
Gökdere Karaman,2
Gökdere Köy Mezarlığı,2
Gökdere Mezarlığı 1,2
Gökdere Mezarlığı 2,2
Gökdere Vadi,2
Gökkurt,2
Gökkuşağı,2
Göknar,2
Göksu Muhtarlık,2
Göksu Pazaryeri,2
Göktepe,2
Göktepe Köy Girişi,2
Göktepe Manzara,2
Göktepe İlkokulu,2
Gökyaka Küme Evleri,2
Gökyaka Meydan,2
Gökyaka Mezarlık,2
Gökyaka Papatya,2
Gökçen,2
Gökçen Anadolu Lisesi,2
Gökçen Bahçe,2
Gökçen Efe İlkokulu,2
Gökçen Mezarlık Yolu,2
Gökçen Yol Ayrımı,2
Gölcük Giriş,2
Gölcük Zeytinlik,2
Gölcükler Bahçe,2
Gölcükler Sera,2
Gölcükler Yol Ayrımı,2
Gölet Ata,2
Gölet Palmiye,2
Göller,2
Göllüce,2
Gölova,2
Gölova Yol Ayrımı,2
Görece,2
Görece Alışveriş Merkezi,2
Görece Cami,2
Görece Eski Yol,2
Görece Köprü,2
Görece Kümeevler,2
Görece Meydan,2
Görece Muhtarlık,2
Görece Park,2
Görece Sağlık Ocağı,2
Görece Seralar,2
Görece Son Durak,2
Görece Spor Salonu,2
Görece Trafo,2
Görece Zeytinlik,2
Görece Çocuk Parkı,2
Görme Engelliler Okulu,2
Göz,2
Gözemel,2
Gözlem,2
Göztepe Depo,2
Göztepe Stadı,2
Göztepe Yelken Kulübü,2
Göç İdaresi Yolu,2
Göçbeyli Ağaçlık,2
Göçbeyli Benzinlik,2
Göçbeyli Meydan,2
Göçbeyli Yolu,2
Göçbeyli Çiftlik,2
Göçmen,2
Göçmen Konutları,2
Göçmen Konutları Giriş,2
Göçmen Konutları Çıkış,2
Gül Körfezi,2
Gülbahçe,2
Gülbahçe Pazaryeri,2
Güldeste,2
Gülen Kora Ortaokulu,2
Gülhatmi,2
Gülistan,2
Güllü Sitesi,2
Gülsümcük Mevki,2
Gültepe Karakol,2
Gültepe Mezarlık,2
Gültepe Mezarlık 2,2
Gültepe Spor Kompleksi,2
Gülyaka,2
Gümüldür Atatürk,2
Gümüldür Bahçeler,2
Gümüldür Kavşak,2
Gümüldür Lisesi,2
Gümüldür Meydan 2,2
Gümüldür Muhtar,2
Gümüldür Pazaryeri,2
Gümüldür Taşocağı,2
Gümüldür Öğretmen Emine Yazlalı Ortaokulu,2
Gümüş,2
Gümüşkent,2
Gümüşkent Yol Ayrımı,2
Gümüşkoy,2
Gümüşpala Dört Yol,2
Gümüşpala Kahveler,2
Gümüşpala Karakol,2
Gümüşpala Lisesi,2
Gümüşpala Merkez,2
Gümüşpala Su Deposu,2
Gümüşpala Ticaret Lisesi,2
Gümüşpala Çamlık,2
Gümüşsuyu Orman Kampı,2
Gün,2
Gün kurusu,2
Günaltay Meydan,2
Günaltay Park,2
Gündoğdu,2
Günerli Cami,2
Günerli Dörtyol,2
Günerli Çeşme,2
Günerli Üçyol,2
Güneybatı,2
Güneş Panelleri,2
Güneşlikent,2
Güneşlikent Sitesi,2
Günhan Cami,2
Gürbüz,2
Gürpınar,2
Gürçeşme,2
Gürçeşme Cami,2
Güven Cami,2
Güvenel,2
Güvercin Adası,2
Güverte,2
Güzel Konak,2
Güzel Ova,2
Güzel Sanatlar Fakültesi,2
Güzel Çam,2
Güzel İzmir Cami,2
Güzelbahçe Halk E.M.,2
Güzelbahçe Kaymakamlık,2
Güzelbahçe Kolej,2
Güzelbahçe Sanayi,2
Güzelbahçe İMKB Mesleki ve Teknik Anadolu Lisesi,2
Güzelbelde,2
Güzelcan Kardeşler İlköğretim Okulu,2
Güzelhisar Caddesi,2
Güzelkent Yolu,2
Güzeller,2
Güzeltepe Bloklar,2
Güzeltepe Dört Yol,2
Güzeltepe Esentepe Cami,2
Güzeltepe Futbol Sahası,2
Güzeltepe Kahve,2
Güzeltepe Karakol,2
Güzeltepe Manzara,2
Güzeltepe Muhtarlık,2
Güzeltepe Parkı,2
Güzeltepe Üçyol,2
Güzeltepe İlkokulu,2
Güzelyalı,2
Gıda Fabrikası,2
Gıda Sanayi,2
Hacı Nurşen Hüsnü Ay Cami,2
Hacı Sadık Cami,2
Hacı Saim Mutlu Cami,2
Hacı Tahsin Irmak İlkokulu,2
Hacı Yaşar Kandur İlköğretim Okulu,2
Hacı Ömerli Muhtarlık,2
Hacıömerli Jandarma,2
Hafize Beşikçioğlu Sağlık Ocağı,2
Hakimevleri,2
Hakimevleri Giriş,2
Hakkı Efendi,2
Hakkı Oğuz Tabaoğlu İlkokulu,2
Haldun Koşay Lisesi,2
Haldun Taner,2
Halide Edib Adıvar,2
Halide Edip Adıvar,2
Halide Onbaşı,2
Halikarnas Balıkçısı,2
Halil Tan Parkı,2
Halilbeyli Giriş,2
Halilbeyli İlkokulu,2
Halim Foçalı And. Lisesi,2
Halim Foçalı Spor Salonu,2
Halime Çavuş,2
Halit Özpirinç Lisesi,2
Halkapınar,2
Halkapınar İZSU,2
Haluk Alpsu Bulvarı,2
Hamzalısüleymaniye,2
Han Deresi,2
Hancı,2
Hanedan,2
Haralar,2
Hardal Damları,2
Haritacılar Sitesi,2
Harmandalı,2
Harmandalı Cumhuriyet,2
Harmandalı Eski Belediye,2
Harmandalı Kuzey Kent,2
Harmandalı Mezarlık,2
Harmandalı Park,2
Harmandalı Sağlık Ocağı,2
Harmandalı Siteler,2
Harmandalı İlköğretim Okulu,2
Harmanlılar,2
Harmanyeri,2
Harp İş Sitesi,2
Hasan Ali Yücel Parkı,2
Hasan Ağa Bahçesi,2
Hasan Dede Turbesi,2
Hasan Ferit Alnar,2
Hasan Hüseyinler,2
Hasan Kara Parkı,2
Hasan Tahsin,2
Hasan Tahsin Özel Eğitim Okulu,2
Hasan İçyer Ortaokulu,2
Hasanağa Camii,2
Hasanlar,2
Hasançavuşlar Yolu,2
Hasköy Arıtma,2
Hasköy Giriş,2
Hasköy Kahveler,2
Hasköy Meydan,2
Hasköy Çiftlik,2
Hasköy Çıkış,2
Hat Boyu,2
Hat Boyu 2,2
Hatice Güzelcan Anadolu Lisesi,2
Hatmi,2
Hatundere 2,2
Hatundere 3,2
Hava Pilot Teğmen Ali Acar,2
Hava Pilot Teğmen Erdoğan Çallı,2
Hava Teknik Okulu,2
Hava Şehitliği,2
Havacılar Kampı,2
Havacılık Lisesi,2
Havacılık Meslek Yüksek Okulu,2
Havutçulu Giriş,2
Havuz Başı,2
Havuzbaşı Mezarlık,2
Havuzbaşı Seralar,2
Havuzbaşı Zeytinlik,2
Havuzbaşı Çıkış,2
Havuzbaşı İç Yolu,2
Havuzlu,2
Havva Özişbakan Lisesi,2
Hayat,2
Haydar Aliyev Parkı,2
Haykıran Giriş,2
Haykıran Meydan,2
Haykıran Çıkış,2
Hayrat Çeşmesi,2
Hayriye Öz Parkı,2
Hayvan Barınağı,2
Hayvan Çiftliği,2
Hedef,2
Hekim Köy,2
Helimoğlu,2
Helvacı,2
Helvacı Belediye,2
Helvacı Cem Evi,2
Helvacı Giriş,2
Helvacı Hayratı,2
Helvacı Jandarma,2
Helvacı Köyü,2
Helvacı Meydan,2
Helvacı Muhtarlık,2
Helvacı Ovası,2
Helvacı Tekel,2
Helvacı Tekstil,2
Helvacı Çeşme,2
Helvacı Çıkış,2
Helvacı İlkokulu,2
Hezaren,2
Hisar,2
Hisar Evleri,2
Hisarköy Giriş,2
Hisarköy Okul,2
Hisarlık Kestane,2
Hisarlık giriş,2
Hobi Park,2
Hocazade Cami,2
Homeros Piknik Alanı,2
Horozgediği,2
Hulusi Kentmen 2,2
Hulusi Kentmen Parkı,2
Huriye Mehmet Akçasakız,2
Huzur Sitesi,2
Huzurkent Sitesi,2
Hüdaverdi Cami,2
Hüseyin Avni Ateşoğlu İlköğretim Okulu,2
Hüseyin Baradan Parkı,2
Hüseyin Tokatlı Parkı,2
Hüsnü Bornovalı Ortaokulu,2
Hıdırlık,2
Hıfzıssıhha,2
Ildır Sahil,2
Ildır Tatil Sitesi,2
Ildır İskele,2
Ilgın,2
Ilıca Benzinlik,2
Ilıca Hastane,2
Ilıca Köprü,2
Ilıca Meydan,2
Ilıksu Yol ayrımı,2
Ilıpınar Benzinlik,2
Ilıpınar Meydan,2
Ilıpınar Zeytinlik,2
Irmak,2
Irmak Mahallesi Park,2
Issız,2
Istaş,2
Itır,2
Işıkkent,2
Işıkkent Benzinlik,2
Işıkkent Kamyon Garajı,2
Işıklar Kantar,2
Işıklı Köyü Giriş,2
Işıklı Mezarlık,2
Işıklı Parkı,2
Işılay Saygın Lisesi,2
Jandarma 2,2
Jandarma Lojmanı,2
Jant Fabrikası,2
Kabristan,2
Kadir Paşa,2
Kadriye,2
Kadriye Mahallesi Çeşme,2
Kadıköy,2
Kadıköy Girişi,2
Kadıköy Mezarlığı,2
Kadıköy Yolu,2
Kadıköy Çıkış,2
Kadıovacık Giriş,2
Kadızade Zühtü Işıl,2
Kahratlı,2
Kahvehane,2
Kaklıç Cami,2
Kaklıç Kavşağı,2
Kaklıç Köprü,2
Kaklıç Mezarlık,2
Kaklıç muhtarlık,2
Kaklıç Üçyol,2
Kaklıç İlkokulu,2
Kako,2
Kalabak Cami,2
Kaleiçi,2
Kalemlik,2
Kalp Damar Hastanesi,2
Kamil Tunca Bulvarı,2
Kampüs,2
Kamyoncular Kooperatifi,2
Kandere Parkı,2
Kanuni İlkokulu,2
Kapalı Katlı Pazaryeri,2
Kapalıbağ,2
Kapan Dere,2
Kaplanköy Giriş,2
Kaptan,2
Kapıkaya,2
Kara Nakliyeciler,2
Kara Pınar,2
Karabağlar,2
Karabağlar Atatürk Mesleki ve Teknik Anadolu Lisesi,2
Karabağlar Briketçi,2
Karabağlar Cumhuriyet Anadolu Lisesi,2
Karabağlar Cumhuriyet Mesleki ve Teknik Anadolu Lisesi,2
Karabağlar Emir Sultan Ortaokulu,2
Karabağlar Halk Eğitim Merkezi,2
Karabağlar Polis Merkezi,2
Karabağlar Sağlık Ocağı,2
Karabağlar Trafo Merkezi,2
Karabel Orman Durağı,2
Karabel Piknik Yeri,2
Karaburun Azmak,2
Karaburun Devlet Hastanesi,2
Karaburun Esendere,2
Karaburun Güneş,2
Karaburun Hisarcık,2
Karaburun Liman,2
Karaburun Market,2
Karaburun Mimoza,2
Karaburun Mordoğan Fatma Emin Karaağaç Çok Programlı Anadolu Lisesi,2
Karaburun Müftülük,2
Karaburun Nergis,2
Karaburun Stad,2
Karaburun TEİAŞ,2
Karaburun Zambak,2
Karaca,2
Karacaağaç Meydan,2
Karacaağaç Mezarlık,2
Karacaağaç Mezarlık 2,2
Karacasarı,2
Karafırın,2
Karagöl,2
Karagöl Ayrımı,2
Karahalilli,2
Karahalilli Bahçe,2
Karakayalar,2
Karakovan,2
Karakoç Dere,2
Karakoç Kaplıcaları,2
Karakoç Çayı,2
Karakuyu,2
Karakuyu Bahçe,2
Karakuyu Bahçeler,2
Karakuyu Birlik Sitesi,2
Karakuyu Gülfidan,2
Karakuyu Okul,2
Karakuyu Pazar Yeri,2
Karakuyu Son Durak,2
Karakuyu Spor Tesisleri,2
Karakuyu Tarım,2
Karakuyu Yolu,2
Karakuyu Yolu Köprü,2
Karakuyu Yolu Lojman,2
Karakuyu Yolu Sanayi,2
Karakuyu Yolu Silo,2
Karakuyu Yolu Tarım,2
Karakuyu Çiftlik,2
Karaköy,2
Karakılçık,2
Karakızlar Arılık,2
Karakızlar Dört Yol,2
Karakızlar Giriş,2
Karakızlar Meydan,2
Karakızlar Yol Ayrımı,2
Karakızlar Zeytinlik,2
Karakızlar Çiftlik,2
Karakızlar Çiftlik Evleri,2
Karakızlar Çıkış,2
Karanfil Parkı,2
Karantina,2
Karaorman Giriş,2
Karaot Giriş,2
Karaot Köşe,2
Karaot Orman,2
Karaoğlu,2
Karapınar,2
Karapınar Yol Ayrımı,2
Karareis,2
Karareis Barajı,2
Karareis Market,2
Karareis Tatil Sitesi,2
Karaselvi,2
Karasu,2
Karataş,2
Karataş Anadolu Lisesi,2
Karateke Orkide,2
Karaveliler,2
Karaveliler Giriş,2
Karaveliler Köy İçi,2
Karaveliler Meydan,2
Karaveliler İlköğretim Okulu,2
Karayel,2
Karayolları Bakımevi,2
Karayolları Denetim İst.,2
Karaçam Giriş,2
Karaçam Havuz,2
Karaçam Park,2
Karaçam Santral,2
Karaçam Çiftlik,2
Karaçukur Koyu,2
Kardan,2
Kardelen Sitesi,2
Kardeşler,2
Kare Ev,2
Kargacık Koyu,2
Kargılar,2
Karpusça Yolu,2
Karpuzlu İstasyon,2
Kartal,2
Kartopu,2
Karya,2
Karye Sitesi,2
Karşıyaka Endüstri Meslek Lisesi,2
Karşıyaka Jandarma,2
Karşıyaka Öğretmen Evi,2
Katip Çelebi Üniversitesi,2
Kavacık Bahçe,2
Kavacık Bağ,2
Kavacık Giriş,2
Kavacık Küme,2
Kavacık Manzara,2
Kavacık Mezarlık,2
Kavacık Restoran,2
Kavacık Tarla,2
Kavacık Yol Ayrımı,2
Kavacık Yolu,2
Kavacık Çardak,2
Kavacık Çıkış,2
Kavacık Üzüm,2
Kavak Çayı,2
Kavakdere Mezarlık,2
Kavakdere Okul,2
Kavakdere Üçyol,2
Kavaklıdere,2
Kavaklıdere Köyü Cami,2
Kavaklıdere Mezarlık,2
Kavaklıdere Çıkış,2
Kavun,2
Kayabaşı Cami,2
Kayadibi,2
Kayadibi Doğa Park,2
Kayadibi Giriş,2
Kayadibi Orman,2
Kayalar Mezarlığı,2
Kayalık,2
Kayapınarı,2
Kaymakamlık İstasyon,2
Kaymakkuyu,2
Kaymakkuyu 2,2
Kaymakçı Giriş,2
Kaymakçı Köprü,2
Kaymakçı Mezarlık,2
Kaymakçı Sanayi,2
Kaymakçı Zafer,2
Kaymakçı Üçyol,2
Kaynaklar İlköğretim Okulu,2
Kaynaktur,2
Kaynarpınar,2
Kaynarpınar Huzur,2
Kazangöl,2
Kazıkbağları Merkez,2
Kazım Dirik İlköğretim Okulu,2
Kazım Karabekir Cami,2
Kazım Karabekir Mahalle Muhtarlığı,2
Kehribar,2
Keller Kırığı Küme Evleri,2
Kemal Atatürk Parkı,2
Kemal Hadımlı Ortaokulu,2
Kemalpaşa,2
Kemalpaşa Ara Yol,2
Kemalpaşa Arıtma Tesisi,2
Kemalpaşa Belediyesi,2
Kemalpaşa Havuz,2
Kemalpaşa Karakol,2
Kemalpaşa Koleji,2
Kemalpaşa Pazaryeri,2
Kemalpaşa Sevgi,2
Kemalpaşa Şantiye,2
Kemerkaya Evleri,2
Kent,2
Kent 2,2
Kent Bahçeleri,2
Kent Hastanesi,2
Kent Koleji,2
Kent Müzesi,2
Kentaş,2
Kereste Fabrikası,2
Keresteciler Sitesi,2
Kesik Fabrika,2
Kesik Fabrikalar,2
Kesik Kanal,2
Kesik Mavi,2
Kesik Meydan,2
Kesik Ova,2
Kesik Saha,2
