source_row_number;DURAK_ID;DURAK_ADI;ENLEM;BOYLAM;DURAKTAN_GECEN_HATLAR;rejection_reason
190;;Eşref Paşa Hastanesi;384.234;27.16;44-45-54-57-58-59-60-64-117-153-214-249-302-367-418-662-699;Durak ID alanı eksiktir.
