route_1,route_2,common_stop_count,common_stop_rank
568,584,6,106
588,887,6,106
595,695,6,106
596,602,6,106
596,608,6,106
596,660,6,106
596,695,6,106
596,800,6,106
596,820,6,106
596,827,6,106
602,657,6,106
602,754,6,106
602,755,6,106
602,756,6,106
602,758,6,106
602,826,6,106
602,848,6,106
608,826,6,106
609,795,6,106
611,795,6,106
616,795,6,106
618,795,6,106
621,795,6,106
648,657,6,106
648,754,6,106
648,755,6,106
648,756,6,106
648,758,6,106
650,811,6,106
656,831,6,106
656,832,6,106
656,833,6,106
657,658,6,106
657,660,6,106
657,747,6,106
657,748,6,106
657,749,6,106
657,759,6,106
657,800,6,106
657,868,6,106
658,660,6,106
658,754,6,106
658,755,6,106
658,756,6,106
658,758,6,106
660,747,6,106
660,753,6,106
660,756,6,106
660,759,6,106
660,826,6,106
660,848,6,106
660,868,6,106
684,760,6,106
684,761,6,106
684,906,6,106
691,697,6,106
691,806,6,106
691,808,6,106
691,858,6,106
695,817,6,106
695,920,6,106
697,713,6,106
697,791,6,106
697,891,6,106
698,749,6,106
713,806,6,106
715,719,6,106
715,721,6,106
715,763,6,106
715,784,6,106
715,785,6,106
715,786,6,106
721,858,6,106
724,858,6,106
732,983,6,106
737,883,6,106
74,878,6,106
747,754,6,106
747,755,6,106
747,756,6,106
748,754,6,106
748,755,6,106
748,756,6,106
748,758,6,106
749,754,6,106
749,755,6,106
749,756,6,106
749,758,6,106
753,758,6,106
754,759,6,106
754,800,6,106
754,868,6,106
755,759,6,106
755,800,6,106
755,868,6,106
756,757,6,106
756,759,6,106
756,800,6,106
756,868,6,106
758,800,6,106
760,883,6,106
760,962,6,106
760,984,6,106
761,883,6,106
761,962,6,106
761,984,6,106
763,858,6,106
783,858,6,106
784,858,6,106
785,858,6,106
791,806,6,106
8,811,6,106
800,826,6,106
800,848,6,106
805,878,6,106
806,891,6,106
808,891,6,106
808,910,6,106
811,82,6,106
811,909,6,106
811,971,6,106
811,975,6,106
811,981,6,106
811,982,6,106
811,983,6,106
811,984,6,106
811,985,6,106
811,987,6,106
816,853,6,106
817,853,6,106
858,891,6,106
877,977,6,106
883,906,6,106
883,962,6,106
883,978,6,106
906,962,6,106
906,984,6,106
910,930,6,106
930,950,6,106
10,25,5,107
10,650,5,107
10,977,5,107
104,472,5,107
104,878,5,107
114,966,5,107
117,564,5,107
119,59,5,107
121,602,5,107
121,608,5,107
121,660,5,107
121,800,5,107
124,156,5,107
124,556,5,107
124,89,5,107
125,222,5,107
125,247,5,107
125,535,5,107
125,853,5,107
126,535,5,107
126,602,5,107
126,608,5,107
126,660,5,107
126,800,5,107
126,912,5,107
136,535,5,107
137,77,5,107
149,817,5,107
15,18,5,107
15,19,5,107
15,811,5,107
152,18,5,107
152,19,5,107
152,20,5,107
152,516,5,107
153,53,5,107
154,57,5,107
156,522,5,107
156,588,5,107
156,823,5,107
156,84,5,107
156,89,5,107
157,193,5,107
157,224,5,107
157,550,5,107
157,587,5,107
157,588,5,107
16,517,5,107
17,671,5,107
17,690,5,107
17,873,5,107
176,866,5,107
176,869,5,107
177,866,5,107
177,869,5,107
18,21,5,107
18,508,5,107
18,550,5,107
18,587,5,107
18,887,5,107
19,21,5,107
19,508,5,107
19,550,5,107
19,587,5,107
19,887,5,107
193,556,5,107
197,78,5,107
20,508,5,107
20,517,5,107
20,550,5,107
20,579,5,107
20,887,5,107
200,36,5,107
200,516,5,107
200,602,5,107
200,608,5,107
200,660,5,107
200,800,5,107
200,828,5,107
200,912,5,107
206,866,5,107
21,950,5,107
213,920,5,107
222,535,5,107
222,602,5,107
222,608,5,107
222,660,5,107
222,800,5,107
222,912,5,107
224,556,5,107
23,234,5,107
23,27,5,107
23,556,5,107
23,873,5,107
232,491,5,107
234,910,5,107
234,950,5,107
24,486,5,107
247,322,5,107
247,326,5,107
27,811,5,107
290,912,5,107
302,505,5,107
302,811,5,107
311,551,5,107
313,314,5,107
314,602,5,107
314,608,5,107
314,660,5,107
322,547,5,107
326,535,5,107
326,602,5,107
326,608,5,107
326,660,5,107
326,800,5,107
326,912,5,107
328,359,5,107
328,539,5,107
330,602,5,107
330,608,5,107
330,660,5,107
330,800,5,107
330,912,5,107
34,36,5,107
34,44,5,107
34,45,5,107
34,49,5,107
359,539,5,107
36,39,5,107
36,515,5,107
36,539,5,107
365,515,5,107
367,564,5,107
39,44,5,107
39,45,5,107
39,49,5,107
428,817,5,107
44,49,5,107
441,838,5,107
45,49,5,107
465,536,5,107
465,818,5,107
466,49,5,107
470,866,5,107
471,818,5,107
481,551,5,107
485,490,5,107
486,517,5,107
486,681,5,107
486,879,5,107
49,838,5,107
490,866,5,107
501,557,5,107
502,559,5,107
504,557,5,107
505,564,5,107
508,610,5,107
508,789,5,107
508,823,5,107
508,877,5,107
508,879,5,107
510,950,5,107
515,555,5,107
516,691,5,107
516,887,5,107
516,910,5,107
517,680,5,107
522,84,5,107
523,873,5,107
539,555,5,107
543,555,5,107
543,602,5,107
543,608,5,107
543,660,5,107
543,800,5,107
543,912,5,107
550,680,5,107
550,910,5,107
555,59,5,107
555,930,5,107
556,680,5,107
556,84,5,107
559,662,5,107
560,64,5,107
564,60,5,107
587,910,5,107
588,681,5,107
588,84,5,107
588,950,5,107
602,817,5,107
602,949,5,107
608,817,5,107
608,949,5,107
610,823,5,107
610,877,5,107
610,891,5,107
640,987,5,107
642,987,5,107
650,950,5,107
656,936,5,107
660,752,5,107
660,817,5,107
660,949,5,107
661,834,5,107
661,849,5,107
661,935,5,107
665,745,5,107
671,690,5,107
678,727,5,107
678,787,5,107
678,788,5,107
678,791,5,107
678,793,5,107
678,858,5,107
679,727,5,107
679,787,5,107
679,788,5,107
679,791,5,107
679,793,5,107
679,858,5,107
684,883,5,107
690,873,5,107
693,694,5,107
694,743,5,107
694,770,5,107
701,729,5,107
701,792,5,107
727,790,5,107
787,790,5,107
788,790,5,107
790,791,5,107
790,793,5,107
790,858,5,107
800,817,5,107
817,820,5,107
817,827,5,107
823,828,5,107
823,84,5,107
823,891,5,107
828,877,5,107
838,871,5,107
84,89,5,107
869,875,5,107
877,879,5,107
877,891,5,107
879,891,5,107
920,951,5,107
987,990,5,107
10,202,4,108
10,24,4,108
10,253,4,108
10,302,4,108
10,480,4,108
10,5,4,108
10,510,4,108
10,6,4,108
10,7,4,108
10,951,4,108
102,963,4,108
104,23,4,108
105,23,4,108
105,74,4,108
111,114,4,108
114,317,4,108
114,67,4,108
114,988,4,108
117,154,4,108
117,277,4,108
121,302,4,108
121,811,4,108
123,423,4,108
123,595,4,108
124,224,4,108
147,258,4,108
147,430,4,108
147,435,4,108
147,535,4,108
147,741,4,108
148,430,4,108
148,435,4,108
148,535,4,108
148,741,4,108
148,847,4,108
149,595,4,108
149,777,4,108
15,157,4,108
15,21,4,108
15,910,4,108
152,490,4,108
152,610,4,108
152,681,4,108
152,823,4,108
152,877,4,108
152,879,4,108
152,950,4,108
154,214,4,108
154,249,4,108
154,302,4,108
154,367,4,108
154,54,4,108
154,58,4,108
154,59,4,108
154,60,4,108
154,64,4,108
154,662,4,108
154,699,4,108
157,23,4,108
157,610,4,108
168,559,4,108
17,202,4,108
17,25,4,108
17,510,4,108
17,650,4,108
17,977,4,108
171,23,4,108
171,74,4,108
171,805,4,108
18,490,4,108
18,517,4,108
18,680,4,108
19,490,4,108
193,691,4,108
193,879,4,108
193,89,4,108
20,21,4,108
200,234,4,108
200,610,4,108
200,823,4,108
200,877,4,108
200,879,4,108
202,486,4,108
202,671,4,108
202,690,4,108
202,873,4,108
206,465,4,108
21,588,4,108
21,681,4,108
213,304,4,108
213,353,4,108
213,471,4,108
213,472,4,108
213,490,4,108
213,515,4,108
213,602,4,108
213,608,4,108
213,660,4,108
213,676,4,108
213,800,4,108
213,912,4,108
214,314,4,108
214,315,4,108
214,316,4,108
214,365,4,108
214,584,4,108
224,523,4,108
224,691,4,108
224,89,4,108
23,285,4,108
23,374,4,108
23,465,4,108
23,471,4,108
23,484,4,108
23,485,4,108
23,72,4,108
23,879,4,108
23,89,4,108
23,940,4,108
233,33,4,108
233,491,4,108
233,74,4,108
234,27,4,108
234,515,4,108
234,539,4,108
234,681,4,108
24,671,4,108
24,690,4,108
24,873,4,108
240,258,4,108
240,532,4,108
240,847,4,108
247,445,4,108
247,595,4,108
25,486,4,108
25,690,4,108
253,811,4,108
258,426,4,108
258,434,4,108
258,535,4,108
267,364,4,108
27,550,4,108
27,587,4,108
27,588,4,108
27,680,4,108
27,681,4,108
27,828,4,108
27,950,4,108
277,367,4,108
277,560,4,108
277,60,4,108
29,33,4,108
290,304,4,108
290,353,4,108
290,471,4,108
290,472,4,108
290,490,4,108
290,515,4,108
290,676,4,108
30,33,4,108
302,41,4,108
302,42,4,108
302,46,4,108
302,555,4,108
304,390,4,108
304,690,4,108
313,315,4,108
313,316,4,108
314,328,4,108
314,330,4,108
314,515,4,108
314,559,4,108
314,963,4,108
315,498,4,108
316,498,4,108
32,33,4,108
327,535,4,108
327,602,4,108
327,608,4,108
327,660,4,108
327,800,4,108
327,853,4,108
327,912,4,108
327,920,4,108
328,365,4,108
328,584,4,108
329,445,4,108
329,595,4,108
330,365,4,108
330,584,4,108
338,570,4,108
338,963,4,108
34,35,4,108
342,423,4,108
342,595,4,108
344,430,4,108
344,595,4,108
35,39,4,108
35,49,4,108
353,390,4,108
353,690,4,108
36,41,4,108
36,42,4,108
36,44,4,108
36,45,4,108
36,46,4,108
364,54,4,108
365,963,4,108
390,471,4,108
390,472,4,108
390,490,4,108
390,515,4,108
390,676,4,108
417,74,4,108
417,805,4,108
418,49,4,108
426,532,4,108
426,847,4,108
430,445,4,108
434,532,4,108
434,847,4,108
44,466,4,108
44,838,4,108
441,476,4,108
441,536,4,108
441,676,4,108
441,805,4,108
441,874,4,108
441,875,4,108
441,876,4,108
445,529,4,108
445,535,4,108
445,602,4,108
445,608,4,108
445,660,4,108
445,800,4,108
445,853,4,108
445,912,4,108
445,920,4,108
45,466,4,108
45,475,4,108
45,838,4,108
471,536,4,108
471,690,4,108
472,690,4,108
472,838,4,108
472,940,4,108
475,876,4,108
476,871,4,108
480,811,4,108
481,483,4,108
481,950,4,108
485,508,4,108
485,691,4,108
485,910,4,108
486,5,4,108
486,510,4,108
486,551,4,108
486,6,4,108
486,650,4,108
486,7,4,108
486,977,4,108
490,508,4,108
490,690,4,108
490,887,4,108
490,910,4,108
491,818,4,108
501,963,4,108
502,963,4,108
503,963,4,108
504,963,4,108
508,516,4,108
508,681,4,108
508,950,4,108
510,671,4,108
510,690,4,108
510,873,4,108
513,963,4,108
515,584,4,108
515,690,4,108
515,72,4,108
515,866,4,108
516,610,4,108
516,823,4,108
516,828,4,108
516,879,4,108
516,891,4,108
517,579,4,108
517,811,4,108
529,595,4,108
535,847,4,108
536,871,4,108
539,610,4,108
539,823,4,108
539,828,4,108
539,877,4,108
539,879,4,108
539,891,4,108
54,560,4,108
54,564,4,108
543,963,4,108
550,671,4,108
550,681,4,108
550,879,4,108
550,950,4,108
551,945,4,108
551,946,4,108
556,828,4,108
570,584,4,108
584,930,4,108
584,963,4,108
587,671,4,108
587,681,4,108
587,950,4,108
588,879,4,108
588,910,4,108
595,751,4,108
599,963,4,108
610,691,4,108
610,887,4,108
610,910,4,108
641,987,4,108
643,652,4,108
643,656,4,108
644,652,4,108
644,656,4,108
650,671,4,108
650,690,4,108
650,873,4,108
652,836,4,108
656,836,4,108
662,963,4,108
665,750,4,108
671,680,4,108
671,977,4,108
676,690,4,108
676,871,4,108
678,865,4,108
679,865,4,108
680,879,4,108
680,89,4,108
681,887,4,108
690,977,4,108
691,823,4,108
691,877,4,108
691,879,4,108
697,714,4,108
699,963,4,108
7,945,4,108
701,707,4,108
705,887,4,108
714,806,4,108
727,865,4,108
778,829,4,108
778,989,4,108
787,865,4,108
788,865,4,108
790,865,4,108
791,865,4,108
793,865,4,108
805,871,4,108
811,879,4,108
811,910,4,108
811,940,4,108
823,887,4,108
823,910,4,108
828,92,4,108
829,986,4,108
829,987,4,108
858,865,4,108
866,876,4,108
869,940,4,108
871,874,4,108
871,875,4,108
871,876,4,108
877,887,4,108
877,910,4,108
878,940,4,108
879,887,4,108
879,910,4,108
879,92,4,108
887,889,4,108
887,950,4,108
912,951,4,108
10,486,3,109
10,945,3,109
104,33,3,109
104,353,3,109
105,33,3,109
105,490,3,109
108,200,3,109
108,539,3,109
119,259,3,109
121,35,3,109
121,963,3,109
123,346,3,109
123,446,3,109
128,853,3,109
147,537,3,109
148,537,3,109
15,27,3,109
152,21,3,109
152,233,3,109
152,485,3,109
153,505,3,109
156,490,3,109
157,18,3,109
157,19,3,109
157,20,3,109
157,233,3,109
157,29,3,109
157,30,3,109
157,32,3,109
157,33,3,109
16,490,3,109
168,498,3,109
168,543,3,109
168,930,3,109
171,213,3,109
171,290,3,109
171,33,3,109
171,390,3,109
171,690,3,109
18,23,3,109
19,23,3,109
193,233,3,109
193,27,3,109
193,29,3,109
193,30,3,109
193,32,3,109
193,33,3,109
20,23,3,109
20,575,3,109
202,311,3,109
202,930,3,109
202,945,3,109
206,277,3,109
206,441,3,109
206,471,3,109
206,72,3,109
206,869,3,109
206,871,3,109
21,508,3,109
21,550,3,109
21,587,3,109
21,887,3,109
21,910,3,109
212,213,3,109
212,290,3,109
213,277,3,109
213,465,3,109
213,470,3,109
213,476,3,109
214,338,3,109
214,555,3,109
214,565,3,109
214,566,3,109
214,585,3,109
221,222,3,109
224,233,3,109
224,27,3,109
224,29,3,109
224,30,3,109
224,32,3,109
224,33,3,109
23,470,3,109
233,29,3,109
233,30,3,109
233,32,3,109
233,490,3,109
233,508,3,109
233,887,3,109
234,490,3,109
24,28,3,109
24,311,3,109
24,945,3,109
249,555,3,109
25,311,3,109
25,945,3,109
253,35,3,109
258,537,3,109
259,54,3,109
259,555,3,109
268,67,3,109
27,470,3,109
277,290,3,109
277,302,3,109
277,390,3,109
277,536,3,109
277,54,3,109
277,555,3,109
277,690,3,109
284,869,3,109
285,33,3,109
285,869,3,109
290,465,3,109
290,470,3,109
290,476,3,109
302,34,3,109
302,39,3,109
302,930,3,109
311,977,3,109
313,568,3,109
313,570,3,109
314,365,3,109
314,584,3,109
314,930,3,109
328,565,3,109
328,566,3,109
328,585,3,109
33,374,3,109
33,465,3,109
33,471,3,109
33,484,3,109
33,485,3,109
33,72,3,109
330,565,3,109
330,566,3,109
330,585,3,109
335,602,3,109
335,608,3,109
335,660,3,109
335,800,3,109
335,912,3,109
338,515,3,109
338,539,3,109
342,346,3,109
342,446,3,109
346,443,3,109
35,41,3,109
35,42,3,109
35,44,3,109
35,45,3,109
35,46,3,109
35,930,3,109
353,866,3,109
353,869,3,109
359,598,3,109
36,49,3,109
36,74,3,109
36,811,3,109
36,866,3,109
36,930,3,109
36,951,3,109
365,559,3,109
365,570,3,109
365,930,3,109
390,465,3,109
390,470,3,109
390,476,3,109
418,74,3,109
418,866,3,109
441,74,3,109
441,866,3,109
465,690,3,109
466,811,3,109
466,930,3,109
466,951,3,109
470,690,3,109
472,874,3,109
472,875,3,109
472,876,3,109
476,690,3,109
476,74,3,109
476,838,3,109
477,602,3,109
477,608,3,109
477,660,3,109
477,800,3,109
477,912,3,109
480,945,3,109
481,969,3,109
484,490,3,109
485,515,3,109
485,866,3,109
485,887,3,109
486,945,3,109
490,523,3,109
490,524,3,109
490,575,3,109
490,579,3,109
491,889,3,109
5,945,3,109
505,54,3,109
505,555,3,109
510,945,3,109
515,54,3,109
515,565,3,109
515,566,3,109
515,585,3,109
523,587,3,109
534,543,3,109
536,74,3,109
536,818,3,109
536,838,3,109
537,847,3,109
539,54,3,109
54,543,3,109
54,930,3,109
547,777,3,109
555,662,3,109
555,699,3,109
559,584,3,109
565,570,3,109
565,930,3,109
565,963,3,109
566,570,3,109
566,930,3,109
566,963,3,109
570,585,3,109
579,680,3,109
585,930,3,109
585,963,3,109
6,945,3,109
643,653,3,109
644,653,3,109
650,945,3,109
652,831,3,109
652,832,3,109
652,833,3,109
653,836,3,109
664,745,3,109
671,74,3,109
675,8,3,109
676,74,3,109
676,838,3,109
684,82,3,109
684,909,3,109
684,975,3,109
684,983,3,109
684,985,3,109
684,987,3,109
691,930,3,109
692,701,3,109
692,707,3,109
7,946,3,109
728,887,3,109
738,760,3,109
738,761,3,109
738,906,3,109
74,805,3,109
74,838,3,109
74,871,3,109
74,874,3,109
74,875,3,109
74,876,3,109
805,838,3,109
811,838,3,109
82,883,3,109
838,866,3,109
838,874,3,109
838,875,3,109
838,876,3,109
838,930,3,109
838,951,3,109
866,871,3,109
883,975,3,109
883,983,3,109
883,984,3,109
883,985,3,109
883,987,3,109
912,930,3,109
912,963,3,109
945,977,3,109
951,963,3,109
10,121,2,110
10,17,2,110
10,35,2,110
10,671,2,110
10,690,2,110
10,811,2,110
10,873,2,110
10,946,2,110
102,534,2,110
102,555,2,110
104,157,2,110
104,18,2,110
104,19,2,110
104,193,2,110
104,20,2,110
104,224,2,110
104,27,2,110
104,29,2,110
104,30,2,110
104,32,2,110
104,680,2,110
104,691,2,110
104,811,2,110
104,910,2,110
104,950,2,110
105,157,2,110
105,18,2,110
105,19,2,110
105,193,2,110
105,20,2,110
105,224,2,110
105,27,2,110
105,29,2,110
105,30,2,110
105,32,2,110
105,680,2,110
105,691,2,110
105,811,2,110
105,910,2,110
105,950,2,110
108,124,2,110
108,18,2,110
108,19,2,110
108,522,2,110
108,550,2,110
108,556,2,110
108,587,2,110
108,588,2,110
108,823,2,110
108,84,2,110
108,89,2,110
108,950,2,110
117,49,2,110
119,153,2,110
119,204,2,110
119,214,2,110
119,249,2,110
119,390,2,110
119,515,2,110
119,539,2,110
119,543,2,110
119,662,2,110
119,699,2,110
119,930,2,110
121,125,2,110
121,140,2,110
121,147,2,110
121,148,2,110
121,212,2,110
121,240,2,110
121,335,2,110
121,36,2,110
121,426,2,110
121,434,2,110
121,466,2,110
121,477,2,110
121,577,2,110
121,77,2,110
121,78,2,110
121,838,2,110
123,810,2,110
124,517,2,110
124,550,2,110
124,92,2,110
125,200,2,110
125,213,2,110
125,290,2,110
125,330,2,110
125,543,2,110
125,557,2,110
126,327,2,110
128,346,2,110
128,810,2,110
128,816,2,110
128,912,2,110
135,196,2,110
135,477,2,110
140,200,2,110
140,213,2,110
140,290,2,110
140,330,2,110
140,543,2,110
140,557,2,110
140,920,2,110
147,200,2,110
147,213,2,110
147,290,2,110
147,330,2,110
147,543,2,110
147,557,2,110
147,920,2,110
148,200,2,110
148,213,2,110
148,290,2,110
148,330,2,110
148,543,2,110
148,557,2,110
148,920,2,110
149,423,2,110
149,442,2,110
15,193,2,110
15,224,2,110
15,233,2,110
15,29,2,110
15,30,2,110
15,32,2,110
15,33,2,110
152,193,2,110
152,224,2,110
152,29,2,110
152,30,2,110
152,32,2,110
152,33,2,110
152,811,2,110
153,49,2,110
154,53,2,110
156,20,2,110
156,550,2,110
156,587,2,110
156,828,2,110
157,171,2,110
157,285,2,110
157,374,2,110
157,465,2,110
157,471,2,110
157,484,2,110
157,485,2,110
157,490,2,110
157,680,2,110
157,681,2,110
157,72,2,110
157,811,2,110
157,950,2,110
168,290,2,110
168,515,2,110
168,539,2,110
168,584,2,110
168,602,2,110
168,608,2,110
168,660,2,110
168,800,2,110
17,480,2,110
17,486,2,110
17,5,2,110
17,6,2,110
17,7,2,110
171,18,2,110
171,19,2,110
171,193,2,110
171,20,2,110
171,224,2,110
171,27,2,110
171,29,2,110
171,30,2,110
171,32,2,110
171,680,2,110
171,691,2,110
171,811,2,110
171,910,2,110
171,950,2,110
18,285,2,110
18,374,2,110
18,465,2,110
18,471,2,110
18,484,2,110
18,485,2,110
18,72,2,110
18,92,2,110
18,940,2,110
19,285,2,110
19,374,2,110
19,465,2,110
19,471,2,110
19,484,2,110
19,485,2,110
19,72,2,110
19,92,2,110
19,940,2,110
193,234,2,110
193,285,2,110
193,374,2,110
193,465,2,110
193,471,2,110
193,484,2,110
193,485,2,110
193,508,2,110
193,523,2,110
193,72,2,110
193,887,2,110
196,742,2,110
20,285,2,110
20,374,2,110
20,465,2,110
20,471,2,110
20,484,2,110
20,485,2,110
20,522,2,110
20,556,2,110
20,72,2,110
20,823,2,110
20,89,2,110
20,940,2,110
200,212,2,110
200,240,2,110
200,335,2,110
200,426,2,110
200,434,2,110
200,477,2,110
200,485,2,110
200,577,2,110
200,77,2,110
200,78,2,110
202,302,2,110
202,305,2,110
202,321,2,110
202,36,2,110
202,466,2,110
202,551,2,110
202,811,2,110
202,82,2,110
202,838,2,110
202,909,2,110
202,946,2,110
202,971,2,110
202,975,2,110
202,981,2,110
202,982,2,110
202,983,2,110
202,984,2,110
202,985,2,110
202,987,2,110
204,277,2,110
204,302,2,110
204,390,2,110
204,505,2,110
204,54,2,110
204,555,2,110
206,485,2,110
206,74,2,110
206,818,2,110
206,838,2,110
207,595,2,110
207,596,2,110
207,812,2,110
207,817,2,110
21,23,2,110
21,27,2,110
212,330,2,110
212,543,2,110
212,777,2,110
213,240,2,110
213,335,2,110
213,426,2,110
213,434,2,110
213,477,2,110
213,577,2,110
213,77,2,110
213,777,2,110
213,78,2,110
214,313,2,110
214,359,2,110
214,49,2,110
224,234,2,110
224,285,2,110
224,374,2,110
224,465,2,110
224,471,2,110
224,484,2,110
224,485,2,110
224,508,2,110
224,517,2,110
224,72,2,110
224,873,2,110
224,887,2,110
23,233,2,110
23,29,2,110
23,30,2,110
23,32,2,110
23,33,2,110
23,671,2,110
23,811,2,110
23,910,2,110
23,950,2,110
233,550,2,110
233,587,2,110
233,588,2,110
234,41,2,110
234,42,2,110
234,44,2,110
234,45,2,110
234,46,2,110
234,811,2,110
24,305,2,110
24,321,2,110
24,551,2,110
24,82,2,110
24,909,2,110
24,946,2,110
24,971,2,110
24,975,2,110
24,981,2,110
24,982,2,110
24,983,2,110
24,984,2,110
24,985,2,110
24,987,2,110
240,290,2,110
240,330,2,110
240,543,2,110
240,557,2,110
240,920,2,110
249,359,2,110
249,49,2,110
249,559,2,110
249,584,2,110
25,305,2,110
25,321,2,110
25,517,2,110
25,522,2,110
25,551,2,110
25,82,2,110
25,877,2,110
25,909,2,110
25,946,2,110
25,971,2,110
25,975,2,110
25,981,2,110
25,982,2,110
25,983,2,110
25,984,2,110
25,985,2,110
25,987,2,110
253,36,2,110
253,466,2,110
253,838,2,110
27,285,2,110
27,36,2,110
27,374,2,110
27,465,2,110
27,471,2,110
27,484,2,110
27,485,2,110
27,490,2,110
27,72,2,110
27,838,2,110
27,940,2,110
277,697,2,110
277,806,2,110
277,858,2,110
28,321,2,110
28,82,2,110
28,9,2,110
284,417,2,110
285,29,2,110
285,30,2,110
285,32,2,110
285,441,2,110
285,472,2,110
285,680,2,110
285,691,2,110
285,811,2,110
285,871,2,110
285,910,2,110
285,950,2,110
29,374,2,110
29,465,2,110
29,471,2,110
29,484,2,110
29,485,2,110
29,508,2,110
29,550,2,110
29,587,2,110
29,588,2,110
29,72,2,110
29,887,2,110
290,335,2,110
290,426,2,110
290,434,2,110
290,477,2,110
290,577,2,110
290,77,2,110
290,78,2,110
290,963,2,110
295,346,2,110
295,810,2,110
295,816,2,110
295,853,2,110
295,912,2,110
30,374,2,110
30,465,2,110
30,471,2,110
30,484,2,110
30,485,2,110
30,508,2,110
30,550,2,110
30,587,2,110
30,588,2,110
30,72,2,110
30,887,2,110
302,910,2,110
302,920,2,110
302,940,2,110
302,950,2,110
303,441,2,110
303,472,2,110
303,72,2,110
303,871,2,110
304,441,2,110
304,72,2,110
304,871,2,110
305,977,2,110
311,517,2,110
311,681,2,110
311,879,2,110
313,328,2,110
313,330,2,110
313,365,2,110
313,515,2,110
313,559,2,110
313,963,2,110
314,565,2,110
314,566,2,110
314,585,2,110
32,374,2,110
32,465,2,110
32,471,2,110
32,484,2,110
32,485,2,110
32,508,2,110
32,550,2,110
32,587,2,110
32,588,2,110
32,72,2,110
32,887,2,110
321,977,2,110
33,508,2,110
33,550,2,110
33,587,2,110
33,588,2,110
33,887,2,110
33,940,2,110
330,335,2,110
330,426,2,110
330,434,2,110
330,477,2,110
330,534,2,110
330,577,2,110
330,598,2,110
330,77,2,110
330,78,2,110
335,543,2,110
335,557,2,110
335,920,2,110
338,365,2,110
338,930,2,110
342,810,2,110
346,535,2,110
346,695,2,110
346,817,2,110
346,853,2,110
346,912,2,110
35,940,2,110
353,484,2,110
353,74,2,110
353,805,2,110
353,940,2,110
359,515,2,110
359,930,2,110
359,963,2,110
36,441,2,110
36,465,2,110
36,471,2,110
36,476,2,110
36,536,2,110
36,671,2,110
36,676,2,110
36,805,2,110
36,818,2,110
36,871,2,110
36,874,2,110
36,875,2,110
36,876,2,110
36,878,2,110
36,910,2,110
36,920,2,110
36,940,2,110
36,950,2,110
364,515,2,110
364,53,2,110
364,539,2,110
364,543,2,110
364,930,2,110
365,498,2,110
367,49,2,110
374,441,2,110
374,472,2,110
374,680,2,110
374,691,2,110
374,811,2,110
374,871,2,110
374,910,2,110
374,950,2,110
41,418,2,110
418,42,2,110
418,441,2,110
418,46,2,110
418,465,2,110
418,471,2,110
418,476,2,110
418,536,2,110
418,671,2,110
418,676,2,110
418,805,2,110
418,818,2,110
418,871,2,110
418,874,2,110
418,875,2,110
418,876,2,110
418,878,2,110
423,751,2,110
423,853,2,110
426,543,2,110
426,557,2,110
426,920,2,110
428,698,2,110
428,748,2,110
434,543,2,110
434,557,2,110
434,920,2,110
441,671,2,110
441,818,2,110
441,878,2,110
442,751,2,110
442,853,2,110
443,810,2,110
465,671,2,110
465,680,2,110
465,691,2,110
465,811,2,110
465,910,2,110
465,950,2,110
466,74,2,110
466,866,2,110
466,910,2,110
466,920,2,110
466,940,2,110
466,950,2,110
470,930,2,110
471,671,2,110
471,680,2,110
471,691,2,110
471,811,2,110
471,910,2,110
471,950,2,110
476,671,2,110
476,72,2,110
476,818,2,110
477,543,2,110
477,557,2,110
477,742,2,110
477,920,2,110
480,483,2,110
480,671,2,110
480,690,2,110
480,873,2,110
480,946,2,110
483,486,2,110
483,5,2,110
483,510,2,110
483,551,2,110
483,6,2,110
483,650,2,110
483,7,2,110
483,950,2,110
484,680,2,110
484,691,2,110
484,811,2,110
484,818,2,110
484,910,2,110
484,950,2,110
485,539,2,110
485,680,2,110
485,811,2,110
485,950,2,110
486,671,2,110
486,690,2,110
486,873,2,110
486,946,2,110
49,54,2,110
49,57,2,110
49,58,2,110
49,59,2,110
49,60,2,110
49,64,2,110
49,662,2,110
49,699,2,110
490,520,2,110
490,89,2,110
490,950,2,110
491,705,2,110
491,728,2,110
491,887,2,110
498,555,2,110
498,565,2,110
498,566,2,110
498,584,2,110
498,585,2,110
5,671,2,110
5,690,2,110
5,873,2,110
5,946,2,110
501,534,2,110
501,555,2,110
502,555,2,110
502,597,2,110
503,555,2,110
504,534,2,110
504,555,2,110
508,811,2,110
510,946,2,110
513,555,2,110
515,53,2,110
515,534,2,110
515,560,2,110
515,564,2,110
517,873,2,110
517,945,2,110
517,946,2,110
520,680,2,110
522,523,2,110
522,873,2,110
522,92,2,110
523,671,2,110
523,84,2,110
524,84,2,110
53,539,2,110
53,543,2,110
53,555,2,110
53,560,2,110
53,564,2,110
53,930,2,110
533,558,2,110
534,568,2,110
535,810,2,110
536,671,2,110
536,72,2,110
539,560,2,110
539,564,2,110
539,963,2,110
543,560,2,110
543,564,2,110
543,577,2,110
543,598,2,110
543,77,2,110
543,78,2,110
547,816,2,110
547,817,2,110
550,811,2,110
550,84,2,110
550,92,2,110
551,977,2,110
555,599,2,110
556,587,2,110
556,92,2,110
557,577,2,110
557,77,2,110
557,78,2,110
559,565,2,110
559,566,2,110
559,585,2,110
560,930,2,110
564,930,2,110
575,950,2,110
577,920,2,110
587,811,2,110
