stop_id,stop_name,route_count,transfer_rank
16861,Arslanlar Zeytinlik,1,25
16147,Arslanlar Çıkış,1,25
16148,Arslanlar Çıkış,1,25
20291,Arya,1,25
20292,Arya,1,25
30059,Arçelik,1,25
14440,Arı Deresi,1,25
14441,Arı Deresi,1,25
50293,Arıkent,1,25
50317,Arıkent,1,25
23882,Arıtma Tesisi,1,25
23883,Arıtma Tesisi,1,25
10149,Asansör,1,25
10172,Asansör,1,25
12177,Asansör,1,25
23542,Asarlık Polis Merkezi,1,25
23686,Asarlık Su,1,25
12666,Asiler,1,25
12669,Asiler,1,25
50262,Askeri Birlik,1,25
50263,Askeri Birlik,1,25
21348,Askeri Havaalanı,1,25
23683,Aslan,1,25
23684,Aslan,1,25
13924,Aslanağazı,1,25
13925,Aslanağazı,1,25
13706,Aslanlar,1,25
13707,Aslanlar,1,25
16864,Aslanlar İlkokulu,1,25
24074,Aslı Garden,1,25
40548,Asma,1,25
40549,Asma,1,25
23854,Asmadere Koyu,1,25
23855,Asmadere Koyu,1,25
23852,Asmaderesi,1,25
23853,Asmaderesi,1,25
11442,Asmalı,1,25
30449,Asmalı,1,25
30450,Asmalı,1,25
51152,At Çiftliği,1,25
51153,At Çiftliği,1,25
23654,Ata,1,25
23655,Ata,1,25
10984,Ataköy Giriş,1,25
10985,Ataköy Giriş,1,25
10622,Ataköy Güven,1,25
10623,Ataköy Güven,1,25
14130,Ataköy Mezarlık,1,25
14131,Ataköy Mezarlık,1,25
10986,Ataköy Mina,1,25
10987,Ataköy Mina,1,25
14129,Ataköy Son durak,1,25
11116,Ataköy Çiftlik,1,25
11117,Ataköy Çiftlik,1,25
10988,Ataköy Çıkış,1,25
10989,Ataköy Çıkış,1,25
14390,Atalan,1,25
14391,Atalan,1,25
11168,Atatürk,1,25
11169,Atatürk,1,25
14126,Atatürk,1,25
14127,Atatürk,1,25
20225,Atatürk Bulvarı,1,25
20226,Atatürk Bulvarı,1,25
10293,Atatürk Eğtim ve Araştırma Hastanesi Hatay Ek Binası,1,25
50237,Atatürk Mahallesi,1,25
40971,Atatürk Spor Lisesi,1,25
40970,Atatürk Spor Lisesi Giriş,1,25
40972,Atatürk Spor Lisesi Giriş,1,25
20684,Atatürk İlköğretim Okulu,1,25
20685,Atatürk İlköğretim Okulu,1,25
24482,Atik,1,25
24483,Atik,1,25
10567,Atletizm,1,25
10568,Atletizm,1,25
40231,Atlı Spor Kulübü,1,25
40232,Atlı Spor Kulübü,1,25
32208,Atlı Vadi,1,25
24141,Atmaca,1,25
31050,Atmaca,1,25
31051,Atmaca,1,25
32488,Ayakkabıcılar Sitesi Cami,1,25
32489,Ayakkabıcılar Sitesi Cami,1,25
24346,Ayaskent Aile Sağlık Merkezi,1,25
24347,Ayaskent Aile Sağlık Merkezi,1,25
24344,Ayaskent Benzinlik,1,25
24345,Ayaskent Benzinlik,1,25
24516,Ayaskent Fırın,1,25
24514,Ayaskent Meydan,1,25
24515,Ayaskent Meydan,1,25
24342,Ayaskent Zeytinyağı Fabrikası,1,25
24343,Ayaskent Zeytinyağı Fabrikası,1,25
24340,Ayaskent İlyas Deresi,1,25
24341,Ayaskent İlyas Deresi,1,25
24512,Ayaskent İrfan Kırdar İlkokulu,1,25
24513,Ayaskent İrfan Kırdar İlkokulu,1,25
12573,Aydın,1,25
12574,Aydın,1,25
40373,Aydın,1,25
40374,Aydın,1,25
41326,Aydın,1,25
41327,Aydın,1,25
41432,Aydın Erten Parkı,1,25
41433,Aydın Erten Parkı,1,25
12733,Aydın Mahallesi,1,25
12710,Aydın Mahallesi Eski Son Durak,1,25
12713,Aydın Mahallesi Eski Son Durak,1,25
12702,Aydın Parkı,1,25
12703,Aydın Parkı,1,25
32289,Aydınlar Caddesi,1,25
32290,Aydınlar Caddesi,1,25
32305,Aydınlar Köşe,1,25
32306,Aydınlar Köşe,1,25
13102,Aydınoğlu Mehmetbey İlkokulu,1,25
13103,Aydınoğlu Mehmetbey İlkokulu,1,25
23660,Aygün,1,25
11172,Aykaş,1,25
11173,Aykaş,1,25
16023,Ayrancılar Anadolu Lisesi,1,25
16024,Ayrancılar Anadolu Lisesi,1,25
11533,Ayrancılar Barış,1,25
11534,Ayrancılar Barış,1,25
14232,Ayrancılar TOKİ,1,25
14233,Ayrancılar TOKİ,1,25
15533,Ayrancılar Toki Giriş,1,25
15534,Ayrancılar Toki Giriş,1,25
16021,Ayrancılar Yeni TOKİ,1,25
16022,Ayrancılar Yeni TOKİ,1,25
11326,Ayrancılar İlkokulu,1,25
11327,Ayrancılar İlkokulu,1,25
23569,Ayvacık Girişi,1,25
23570,Ayvacık Girişi,1,25
23571,Ayvacık Park,1,25
23572,Ayvacık Park,1,25
23575,Ayvacık Çıkış,1,25
23576,Ayvacık Çıkış,1,25
16679,Ayvalık Küme Evleri,1,25
16680,Ayvalık Küme Evleri,1,25
23510,Ayvatlar Giriş,1,25
23511,Ayvatlar Giriş,1,25
24260,Ayvatlar Köy İçi,1,25
24261,Ayvatlar Köy İçi,1,25
23508,Ayvatlar Merkez,1,25
23509,Ayvatlar Merkez,1,25
13926,Azelya,1,25
13927,Azelya,1,25
24518,Aziziye Atatürk Parkı,1,25
24519,Aziziye Atatürk Parkı,1,25
11886,Aziziye Parkı,1,25
51404,Azmak,1,25
51405,Azmak,1,25
51170,Azmak Yol Ayrımı,1,25
51171,Azmak Yol Ayrımı,1,25
13004,Açelya,1,25
51883,Açelya,1,25
51884,Açelya,1,25
16623,Ağaçlı Yol,1,25
16624,Ağaçlı Yol,1,25
52256,Ağaçlı Yol,1,25
52257,Ağaçlı Yol,1,25
52558,Ağaçlıyol,1,25
30229,Ağaçlıyol Benzinlik,1,25
30254,Ağaçlıyol Benzinlik,1,25
30256,Ağaçlıyol Üstgeçit,1,25
52519,Ağız ve Diş Sağlığı Fakültesi,1,25
52520,Ağız ve Diş Sağlığı Fakültesi,1,25
51625,Aşağı Boyabağ,1,25
51626,Aşağı Boyabağ,1,25
30899,Aşağı Kızılca,1,25
30900,Aşağı Kızılca,1,25
30856,Aşağı Kızılca Koruluk,1,25
30897,Aşağı Kızılca Muhtar,1,25
30898,Aşağı Kızılca Muhtarlık,1,25
30858,Aşağı Kızılca Yol Ayrımı,1,25
30861,Aşağı Kızılca Yol Ayrımı,1,25
30859,Aşağı Kızılca Çam,1,25
13064,Aşağı Sancaklı Giriş,1,25
13065,Aşağı Sancaklı Giriş,1,25
31681,Aşağı Vişneli,1,25
31682,Aşağı Vişneli,1,25
31691,Aşağı Vişneli Son Durak,1,25
23614,Aşağıbey,1,25
23615,Aşağıbey,1,25
23498,Aşağıbey Camii,1,25
23499,Aşağıbey Camii,1,25
23500,Aşağıbey Giriş,1,25
23501,Aşağıbey Giriş,1,25
23610,Aşağıbey Köy İçi Yolu,1,25
23611,Aşağıbey Köy İçi Yolu,1,25
23612,Aşağıbey Muhtarlık,1,25
23613,Aşağıbey Muhtarlık,1,25
23496,Aşağıbey Okul,1,25
23497,Aşağıbey Okul,1,25
23494,Aşağıbey Son Durak,1,25
23495,Aşağıbey Son Durak,1,25
23480,Aşağıcuma Giriş,1,25
23481,Aşağıcuma Giriş,1,25
23621,Aşağıcuma Meydan,1,25
23624,Aşağıcuma Meydan,1,25
23483,Aşağıcuma Okul,1,25
24628,Aşağıcuma Taş Ocağı,1,25
24629,Aşağıcuma Taş Ocağı,1,25
23765,Aşağıcuma Yolu,1,25
23766,Aşağıcuma Yolu,1,25
24440,Aşağıkırıklar Cami,1,25
24441,Aşağıkırıklar Cami,1,25
24436,Aşağıkırıklar Fabrika,1,25
24437,Aşağıkırıklar Fabrika,1,25
24438,Aşağıkırıklar Giriş,1,25
24439,Aşağıkırıklar Giriş,1,25
24434,Aşağıkırıklar Mezarlık Giriş,1,25
24435,Aşağıkırıklar Mezarlık Giriş,1,25
24432,Aşağıkırıklar Mezarlık Çıkış,1,25
24433,Aşağıkırıklar Mezarlık Çıkış,1,25
24446,Aşağıkırıklar Çiftlik,1,25
24447,Aşağıkırıklar Çiftlik,1,25
24444,Aşağıkırıklar Çıkış,1,25
24445,Aşağıkırıklar Çıkış,1,25
24442,Aşağıkırıklar İlkokulu,1,25
24443,Aşağıkırıklar İlkokulu,1,25
30714,Aşağıkızılca Fabrika,1,25
30715,Aşağıkızılca Fabrika,1,25
31861,Aşık Veysel Rekreasyon Alanı,1,25
23945,Aşık Veysel Şatıroğlu Parkı,1,25
23946,Aşık Veysel Şatıroğlu Parkı,1,25
30050,BMC,1,25
11178,Badem,1,25
11181,Badem,1,25
50955,Badem,1,25
50956,Badem,1,25
52563,Badem,1,25
52564,Badem,1,25
11144,Badem Ağacı,1,25
11145,Badem Ağacı,1,25
52267,Badembükü Yol Ayrımı,1,25
52268,Badembükü Yol Ayrımı,1,25
52513,Bademler Bozyer,1,25
52514,Bademler Bozyer,1,25
52511,Bademler Küçükevler,1,25
52512,Bademler Küçükevler,1,25
50495,Bademler Ortaokulu,1,25
50496,Bademler Ortaokulu,1,25
51148,Bademler Park,1,25
51149,Bademler Park,1,25
52126,Bademler Tarla,1,25
52127,Bademler Tarla,1,25
51150,Bademler Çıkış,1,25
51151,Bademler Çıkış,1,25
52628,Bademler Üçyol,1,25
22067,Bahar,1,25
22068,Bahar,1,25
41098,Bahar,1,25
41099,Bahar,1,25
15795,Bahar Yeli,1,25
15796,Bahar Yeli,1,25
23718,Bahri Yün Cami,1,25
10005,Bahribaba,1,25
10008,Bahribaba,1,25
10009,Bahribaba,1,25
10010,Bahribaba,1,25
10011,Bahribaba,1,25
10012,Bahribaba,1,25
10013,Bahribaba,1,25
10014,Bahribaba,1,25
10015,Bahribaba,1,25
10022,Bahribaba,1,25
20232,Bahriye Üçok,1,25
20233,Bahriye Üçok,1,25
20238,Bahriye Üçok,1,25
16035,Bahçe,1,25
16036,Bahçe,1,25
21775,Bahçe,1,25
21776,Bahçe,1,25
31976,Bahçe,1,25
31977,Bahçe,1,25
41370,Bahçe,1,25
41371,Bahçe,1,25
52537,Bahçe,1,25
52538,Bahçe,1,25
51240,Bahçe Arası,1,25
51241,Bahçe Arası,1,25
13590,Bahçecik,1,25
13591,Bahçecik,1,25
32010,Bahçeiçi,1,25
32011,Bahçeiçi,1,25
51337,Bahçeköy,1,25
51352,Bahçeköy,1,25
52543,Bahçelerarası,1,25
52544,Bahçelerarası,1,25
52545,Bahçelerarası Merkez,1,25
52546,Bahçelerarası Merkez,1,25
52547,Bahçelerarası Muhtarlık,1,25
52548,Bahçelerarası Muhtarlık,1,25
11306,Bahçeli,1,25
11309,Bahçeli,1,25
12258,Bahçelievler,1,25
24083,Bahçelievler Park,1,25
51063,Bakkal,1,25
51064,Bakkal,1,25
50274,Bakü Parkı,1,25
50275,Bakü Parkı,1,25
24066,Bakırçay,1,25
24129,Bakırçay,1,25
13745,Balcılar Son Durak,1,25
11904,Ballıkuyu Eski Son Durak,1,25
11902,Ballıkuyu Çeşme,1,25
52579,Balçova Fırın,1,25
50163,Balçova Mezarlık,1,25
40992,Balık Hali Son Durak,1,25
50698,Balıklıova,1,25
52186,Balıklıova Depo,1,25
52187,Balıklıova Depo,1,25
50728,Balıklıova Gökkuşağı,1,25
50729,Balıklıova Gökkuşağı,1,25
52182,Balıklıova Ortaokulu,1,25
52183,Balıklıova Ortaokulu,1,25
50706,Balıklıova İ.Ö.O,1,25
50707,Balıklıova İ.Ö.O,1,25
52254,Balıkçı,1,25
52255,Balıkçı,1,25
50830,Balıkçı Barınağı,1,25
50831,Balıkçı Barınağı,1,25
21208,Banka,1,25
21200,Bankalar,1,25
21215,Bankalar,1,25
11109,Baraj,1,25
11114,Baraj,1,25
51875,Baraj Yolu,1,25
51876,Baraj Yolu,1,25
24062,Barbaros,1,25
24063,Barbaros,1,25
31399,Barbaros Cami,1,25
31400,Barbaros Cami,1,25
52596,Barbaros Son Durak,1,25
52170,Barbaros Tarla,1,25
52171,Barbaros Tarla,1,25
16673,Barutçu Yol Ayrımı,1,25
16674,Barutçu Yol Ayrımı,1,25
12652,Barış,1,25
12653,Barış,1,25
31338,Barış,1,25
31339,Barış,1,25
41013,Barış,1,25
41014,Barış,1,25
50483,Barış Sitesi,1,25
50484,Barış Sitesi,1,25
23703,Barışkent,1,25
12379,Basket Sahası,1,25
40570,Basket Sahası,1,25
40571,Basket Sahası,1,25
50755,Basket Sahası,1,25
50756,Basket Sahası,1,25
52354,Basketbol Sahası,1,25
52355,Basketbol Sahası,1,25
10449,Basın,1,25
31035,Bayraklı Lisesi,1,25
31036,Bayraklı Lisesi,1,25
16706,Bayındır Anadolu Lisesi,1,25
16707,Bayındır Anadolu Lisesi,1,25
16277,Bayır,1,25
16278,Bayır,1,25
16356,Bayır,1,25
16357,Bayır,1,25
51863,Bağ Bozumu,1,25
51864,Bağ Bozumu,1,25
23567,Bağcılar Köprü,1,25
23568,Bağcılar Köprü,1,25
23565,Bağcılar Meydan,1,25
23566,Bağcılar Meydan,1,25
23563,Bağcılar Tepe,1,25
23564,Bağcılar Tepe,1,25
23561,Bağcılar Çeşme,1,25
23562,Bağcılar Çeşme,1,25
24237,Bağcılar Çeşme,1,25
30834,Bağyurdu Cami,1,25
30835,Bağyurdu Cami,1,25
30836,Bağyurdu Son Durak,1,25
30837,Bağyurdu Son Durak,1,25
30828,Bağyurdu Spor Tesisleri,1,25
30829,Bağyurdu Spor Tesisleri,1,25
30832,Bağyurdu Üçyol,1,25
30833,Bağyurdu Üçyol,1,25
16342,Başak,1,25
23673,Başak,1,25
23674,Başak,1,25
14216,Başakkent Sitesi,1,25
14217,Başakkent Sitesi,1,25
41040,Başpınar,1,25
41041,Başpınar,1,25
12708,Begonvil,1,25
12711,Begonvil,1,25
52078,Begonya,1,25
52079,Begonya,1,25
40395,Begovilya,1,25
40396,Begovilya,1,25
20703,Behçet Uz Anadolu Lisesi,1,25
20704,Behçet Uz Anadolu Lisesi,1,25
30052,Beko,1,25
21752,Belediye,1,25
21753,Belediye,1,25
22470,Belen Eski Okul,1,25
22471,Belen Eski Okul,1,25
41055,Belenbaşı,1,25
41057,Belenbaşı Meydan,1,25
41052,Belenbaşı Ortaokulu,1,25
41060,Belenbaşı Yol Ayrımı,1,25
41061,Belenbaşı Yol Ayrımı,1,25
16075,Belevi Karayolları Şantiye,1,25
16076,Belevi Karayolları Şantiye,1,25
15497,Belevi Çiftlik,1,25
15498,Belevi Çiftlik,1,25
15499,Belevi İstasyon,1,25
16087,Belevi İstasyon,1,25
13928,Benefşe,1,25
13929,Benefşe,1,25
23821,Benzin İstasyonu,1,25
23822,Benzin İstasyonu,1,25
15764,Benzinlik,1,25
15765,Benzinlik,1,25
21142,Benzinlik,1,25
30776,Benzinlik,1,25
30777,Benzinlik,1,25
30826,Benzinlik,1,25
30827,Benzinlik,1,25
12583,Berber,1,25
12584,Berber,1,25
24594,Bergama OSB Son Durak,1,25
40978,Besiciler,1,25
40979,Besiciler,1,25
31573,Beta Tarım,1,25
31574,Beta Tarım,1,25
15854,Beton Fabrikası,1,25
41436,Betonyol 2,1,25
50289,Beyaz Durak,1,25
50290,Beyaz Durak,1,25
13431,Beyaz Ev,1,25
13432,Beyaz Ev,1,25
21735,Beyaz Çeşme,1,25
21736,Beyaz Çeşme,1,25
16829,Beyazevler,1,25
16830,Beyazevler,1,25
16827,Beyazevler Köprü,1,25
16828,Beyazevler Köprü,1,25
15941,Beyazıt,1,25
15942,Beyazıt,1,25
16518,Beydağ Hastane,1,25
16519,Beydağ Hastane,1,25
15002,Beydağ Hükümet Konağı,1,25
15470,Beydağ Hükümet Konağı,1,25
15935,Beydağ Terminal,1,25
23711,Beyköy Küme Evleri,1,25
23712,Beyköy Küme Evleri,1,25
32317,Beyler,1,25
32318,Beyler,1,25
13608,Beyler Köyü Yol Ayrımı,1,25
13609,Beyler Köyü Yol Ayrımı,1,25
51357,Beyler Son Durak,1,25
51298,Beyler Yol ayrımı,1,25
51299,Beyler Yol ayrımı,1,25
51332,Beyler Üç Yol,1,25
51333,Beyler Üç Yol,1,25
51336,Beyler İlkokulu,1,25
51353,Beyler İlkokulu,1,25
24277,Beytullah Cami,1,25
24278,Beytullah Cami,1,25
15476,Beşevler,1,25
15477,Beşevler,1,25
30783,Beşevler,1,25
30784,Beşevler,1,25
31517,Beşpınar Meydan,1,25
12137,Beştepeler Lisesi,1,25
12138,Beştepeler Lisesi,1,25
12153,Beşyol,1,25
12154,Beşyol,1,25
31356,Beşyol,1,25
31357,Beşyol,1,25
32460,Beşyol Giriş,1,25
32461,Beşyol Giriş,1,25
32005,Beşyol son durak,1,25
13930,Biberiye,1,25
13931,Biberiye,1,25
51042,Bilge Ağaç,1,25
51043,Bilge Ağaç,1,25
51052,Bilimkent,1,25
51053,Bilimkent,1,25
16863,Binbaşı Reşatbey Mahallesi,1,25
52116,Birgi,1,25
52117,Birgi,1,25
52648,Birgi Bahçe,1,25
52649,Birgi Bahçe,1,25
52220,Birgi Cami,1,25
52221,Birgi Cami,1,25
52122,Birgi Dörtyol,1,25
52123,Birgi Dörtyol,1,25
52124,Birgi Kocagöl,1,25
52125,Birgi Kocagöl,1,25
52640,Birgi Yolu,1,25
52641,Birgi Yolu,1,25
52129,Birgi Çiftlik,1,25
52130,Birgi Çiftlik,1,25
20415,Birlik,1,25
20416,Birlik,1,25
31199,Birlik Sitesi,1,25
31200,Birlik Sitesi,1,25
13037,Birsan,1,25
13038,Birsan,1,25
12083,Bloklar,1,25
12084,Bloklar,1,25
40339,Bloklar,1,25
40340,Bloklar,1,25
10709,Boncuk,1,25
10710,Boncuk,1,25
51342,Borlu,1,25
51347,Borlu,1,25
30001,Bornova Metro,1,25
30002,Bornova Metro,1,25
30003,Bornova Metro,1,25
30005,Bornova Metro,1,25
30010,Bornova Metro,1,25
30011,Bornova Metro,1,25
30013,Bornova Metro,1,25
31862,Bornova Stadyum,1,25
31863,Bornova Stadyum,1,25
20020,Bostanlı İskele,1,25
20027,Bostanlı İskele,1,25
20028,Bostanlı İskele,1,25
20029,Bostanlı İskele,1,25
20030,Bostanlı İskele,1,25
20031,Bostanlı İskele,1,25
15752,Boynuyoğun Dörtyol,1,25
15753,Boynuyoğun Dörtyol,1,25
15754,Boynuyoğun Pazaryeri,1,25
15755,Boynuyoğun Pazaryeri,1,25
15747,Boynuyoğun Yağ Fabrikası,1,25
15748,Boynuyoğun Yağ Fabrikası,1,25
22350,Bozalan Düğün Salonu,1,25
22351,Bozalan Düğün Salonu,1,25
22348,Bozalan Giriş,1,25
22349,Bozalan Giriş,1,25
22346,Bozalan Keçi Çiftliği,1,25
22347,Bozalan Keçi Çiftliği,1,25
23972,Bozalan Kümeevler,1,25
23973,Bozalan Kümeevler,1,25
22353,Bozalan Meydan,1,25
13822,Bozköy,1,25
13823,Bozköy,1,25
13814,Bozköy Bahçe,1,25
13815,Bozköy Bahçe,1,25
13810,Bozköy Gelincik,1,25
13811,Bozköy Gelincik,1,25
15595,Bozköy Köşe,1,25
15596,Bozköy Köşe,1,25
13812,Bozköy Nar,1,25
13813,Bozköy Nar,1,25
13816,Bozköy Yukarı Mahalle,1,25
13817,Bozköy Yukarı Mahalle,1,25
23823,Bozköy-Ş.Kemal Üstgçt,1,25
23824,Bozköy-Ş.Kemal Üstgçt,1,25
12382,Bozyaka,1,25
12399,Bozyaka,1,25
51160,Bozyer,1,25
51161,Bozyer,1,25
41261,Buca Gazi Ortaokulu,1,25
41262,Buca Gazi Ortaokulu,1,25
40162,Buca Hipodrom,1,25
40163,Buca Hipodrom,1,25
40237,Buca Kaymakamlık,1,25
40238,Buca Kaymakamlık,1,25
40469,Buca Menderes Mahallesi Muhtarlığı,1,25
40470,Buca Menderes Mahallesi Muhtarlığı,1,25
40319,Buca Moda Konutları,1,25
40320,Buca Moda Konutları,1,25
41374,Buca Oyak  2.Etap,1,25
41375,Buca Oyak 2.Etap,1,25
41360,Buca Oyak Sitesi,1,25
40999,Buca Sebze ve Meyve Hali,1,25
41000,Buca Sebze ve Meyve Hali,1,25
40518,Buca Spor Salonu,1,25
40519,Buca Spor Salonu,1,25
11873,Buca Su Kemeri,1,25
40063,Buca Yeni Cami,1,25
40064,Buca Yeni Cami,1,25
40982,Buca spor tesisleri,1,25
40983,Buca spor tesisleri,1,25
40740,Buca Üçkuyular Meydan,1,25
41127,Bucalılar,1,25
41128,Bucalılar,1,25
14444,Bulanık Su,1,25
14445,Bulanık Su,1,25
51258,Bulgun,1,25
11338,Bulgurca Yolu,1,25
11339,Bulgurca Yolu,1,25
22281,Bulut,1,25
22282,Bulut,1,25
52336,Burcu Sitesi,1,25
52337,Burcu Sitesi,1,25
22839,Burmalı Çeşme,1,25
24634,Buruncuk,1,25
24635,Buruncuk,1,25
22005,Buruncuk Son Durak,1,25
23832,Buruncuk İ.Ö,1,25
32472,Buz Pisti,1,25
16413,Buğday,1,25
16414,Buğday,1,25
24360,Bölcek Giriş,1,25
24361,Bölcek Giriş,1,25
24528,Bölcek Kanarya,1,25
24529,Bölcek Kanarya,1,25
24522,Bölcek Meydan,1,25
24523,Bölcek Meydan,1,25
24520,Bölcek Ortaokulu,1,25
24521,Bölcek Ortaokulu,1,25
24526,Bölcek Parkı,1,25
24527,Bölcek Parkı,1,25
24524,Bölcek Tarım,1,25
24525,Bölcek Tarım,1,25
24530,Bölcek Zeyrinlik,1,25
24531,Bölcek Zeytinlik,1,25
24366,Bölcek Çıkış,1,25
24367,Bölcek Çıkış,1,25
30245,Bölge Metro İstasyonu,1,25
30270,Bölge Metro İstasyonu,1,25
24486,Bölge Müdürlüğü,1,25
24487,Bölge Müdürlüğü,1,25
14404,Bülbüldere Son Durak,1,25
14400,Bülbüldere Çıkış,1,25
14401,Bülbüldere Çıkış,1,25
22835,Bülent Ecevit Meydanı,1,25
51038,Büyük Akkum,1,25
51039,Büyük Akkum,1,25
16103,Büyükkale Bahçe,1,25
16104,Büyükkale Bahçe,1,25
16109,Büyükkale Cami,1,25
16110,Büyükkale Cami,1,25
16065,Büyükkale Giriş,1,25
16066,Büyükkale Giriş,1,25
16107,Büyükkale Meydan,1,25
16108,Büyükkale Meydan,1,25
16105,Büyükkale Sağlık Merkezi,1,25
16106,Büyükkale Sağlık Merkezi,1,25
16101,Büyükkale Villa,1,25
16102,Büyükkale Villa,1,25
16115,Büyükkale Zeytinlik,1,25
16116,Büyükkale Zeytinlik,1,25
16063,Büyükkale Çıkış,1,25
16064,Büyükkale Çıkış,1,25
15962,Cahit Sıtkı,1,25
15963,Cahit Sıtkı,1,25
40916,Cam Fabrikası,1,25
40917,Cam Fabrikası,1,25
23744,Cami,1,25
23745,Cami,1,25
24466,Cami,1,25
24467,Cami,1,25
52590,Camikebir Bahçe,1,25
52591,Camikebir Bahçe,1,25
52452,Camikebir Sitesi,1,25
52453,Camikebir Sitesi,1,25
52454,Camikebir Çiftlik,1,25
52455,Camikebir Çiftlik,1,25
24191,Can,1,25
14366,Canlı Merkez,1,25
14367,Canlı Merkez,1,25
21553,Celalettin Akar,1,25
15892,Cemal Parkı,1,25
15893,Cemal Parkı,1,25
31265,Cemal Reşit Rey,1,25
31266,Cemal Reşit Rey,1,25
15860,Cemal Süreya Parkı,1,25
15863,Cemal Süreya Parkı,1,25
20875,Cemil Meriç Parkı,1,25
20876,Cemil Meriç Parkı,1,25
20273,Cengiz Parkı,1,25
20274,Cengiz Parkı,1,25
23372,Cengiz Topel,1,25
23373,Cengiz Topel,1,25
31614,Cennet Bahçesi Mezarlığı,1,25
31615,Cennet Bahçesi Mezarlığı,1,25
12555,Cennetoğlu,1,25
12810,Cennetçeşme,1,25
12151,Cephanelik,1,25
12152,Cephanelik,1,25
31538,Cevher,1,25
31539,Cevher,1,25
12844,Ceviz,1,25
16398,Ceviz,1,25
16399,Ceviz,1,25
50957,Ceviz,1,25
50958,Ceviz,1,25
52565,Ceviz,1,25
52566,Ceviz,1,25
41042,Cevizlibağ,1,25
41043,Cevizlibağ,1,25
24102,Cezaevi,1,25
24100,Cezaevi Su Deposu,1,25
24101,Cezaevi Su Deposu,1,25
11004,Claros,1,25
11005,Claros,1,25
31653,Cumalı Mezarlık,1,25
31664,Cumalı Mezarlık,1,25
32198,Cumalı Yolu,1,25
32181,Cumalı Üçyol,1,25
32182,Cumalı Üçyol,1,25
13278,Cumaovası Aktarma Merkezi,1,25
13279,Cumaovası Aktarma Merkezi,1,25
13280,Cumaovası Aktarma Merkezi,1,25
14124,Cumhuriyet,1,25
14125,Cumhuriyet,1,25
16512,Cumhuriyet,1,25
16513,Cumhuriyet,1,25
20707,Cumhuriyet,1,25
24333,Cumhuriyet,1,25
51435,Cumhuriyet Mahallesi Meydan,1,25
22528,Cumhuriyet Mahallesi Son Durak,1,25
13727,Cumhuriyet Meydanı,1,25
13730,Cumhuriyet Meydanı,1,25
23717,Cumhuriyet Ortaokulu,1,25
11834,Cumhuriyet Park,1,25
11835,Cumhuriyet Park,1,25
16041,Cumhuriyet Sitesi,1,25
16042,Cumhuriyet Sitesi,1,25
52194,Cumhuriyet Sitesi,1,25
52195,Cumhuriyet Sitesi,1,25
11820,Cumhuriyet Sümbül,1,25
11821,Cumhuriyet Sümbül,1,25
11818,Cumhuriyet Çam,1,25
11819,Cumhuriyet Çam,1,25
15689,Cumhuriyet İlkokulu,1,25
15690,Cumhuriyet İlkokulu,1,25
30241,DYO Fabrikası,1,25
24293,Dadaş,1,25
52071,Dadaşkent,1,25
24492,Dalan,1,25
24493,Dalan,1,25
13648,Dalya,1,25
13649,Dalya,1,25
40110,Damatlar Mahallesi,1,25
41035,Damatlar Mahallesi,1,25
31007,Damla,1,25
31008,Damla,1,25
31728,Damlacık Giriş,1,25
31729,Damlacık Giriş,1,25
32478,Damlacık Halı Saha,1,25
32479,Damlacık Halı Saha,1,25
31734,Damlacık Köyü İlkokulu,1,25
31735,Damlacık Köyü İlkokulu,1,25
31736,Damlacık Meydan,1,25
31737,Damlacık Meydan,1,25
31726,Damlacık Yolu,1,25
31727,Damlacık Yolu,1,25
20687,Daryol,1,25
20688,Daryol,1,25
51850,Davulcu Deresi,1,25
52052,Davulcu Deresi,1,25
13827,Dağkızılca,1,25
13834,Dağkızılca,1,25
15441,Dağkızılca  Yol Ayrımı,1,25
13828,Dağkızılca Lale,1,25
13831,Dağkızılca Lale,1,25
13830,Dağkızılca Papatya,1,25
13835,Dağkızılca Papatya,1,25
15440,Dağkızılca Yol Ayrımı,1,25
13826,Dağkızılca Zeytin,1,25
13829,Dağkızılca Zeytin,1,25
16168,Dağkızılca Çiftlik,1,25
16169,Dağkızılca Çiftlik,1,25
13832,Dağkızılca Çıkış,1,25
13833,Dağkızılca Çıkış,1,25
13443,Dağtekke,1,25
16435,Dağtekke Yolu,1,25
16436,Dağtekke Yolu,1,25
12704,Dede,1,25
12707,Dede,1,25
14336,Dede,1,25
14337,Dede,1,25
40949,Dede Korkut,1,25
40950,Dede Korkut,1,25
11142,Dedealtı,1,25
11143,Dedealtı,1,25
31952,Defne,1,25
31953,Defne,1,25
52358,Defne,1,25
52359,Defne,1,25
11132,Deli Ömerli,1,25
11133,Deli Ömerli,1,25
22813,Deliktaş,1,25
22814,Deliktaş,1,25
23688,Deliktaş Bakkal,1,25
23689,Deliktaş Bakkal,1,25
23692,Deliktaş Dörtyol,1,25
23693,Deliktaş Dörtyol,1,25
24262,Deliktaş Göl,1,25
24263,Deliktaş Göl,1,25
23629,Deliktaş Meydan,1,25
23687,Deliktaş Meydan,1,25
23694,Deliktaş Son Durak,1,25
23690,Deliktaş Şehit Cengiz Topel Ortaokulu,1,25
23691,Deliktaş Şehit Cengiz Topel Ortaokulu,1,25
52027,Demaş Kooperatifi,1,25
52028,Demaş Kooperatifi,1,25
50291,Demet,1,25
50292,Demet,1,25
16037,Demir,1,25
