route_1,route_2,common_stop_count
555,806,1
555,858,1
555,930,5
556,587,2
556,588,12
556,671,8
556,680,5
556,681,1
556,823,12
556,828,4
556,84,5
556,873,1
556,879,18
556,89,13
556,92,2
556,950,1
557,558,10
557,559,15
557,577,2
557,598,40
557,599,1
557,662,26
557,699,1
557,77,2
557,78,2
558,559,15
558,598,15
558,800,1
559,565,2
559,566,2
559,568,13
559,570,14
559,584,3
559,585,2
559,597,1
559,598,38
559,599,1
559,662,5
559,699,1
559,930,16
559,963,17
560,564,25
560,59,14
560,599,1
560,60,50
560,64,5
560,67,32
560,930,2
564,59,14
564,599,1
564,60,5
564,64,22
564,930,2
565,566,27
565,568,16
565,570,3
565,584,16
565,585,23
565,930,3
565,949,1
565,963,3
565,966,1
566,568,16
566,570,3
566,584,14
566,585,21
566,930,3
566,949,1
566,963,3
566,966,1
568,570,29
568,584,6
568,585,14
568,930,12
568,963,12
57,58,17
57,59,11
57,60,27
57,64,27
57,662,11
57,699,11
570,584,4
570,585,3
570,930,15
570,963,15
575,579,31
575,681,1
575,811,1
575,84,1
575,879,12
575,92,1
575,950,2
577,598,1
577,602,8
577,608,8
577,660,8
577,662,1
577,741,1
577,742,21
577,77,54
577,78,38
577,800,8
577,847,1
577,912,8
577,920,2
579,680,3
579,879,12
579,92,1
579,950,1
58,59,11
58,60,17
58,64,18
58,662,11
58,699,11
584,585,34
584,930,4
584,949,1
584,963,4
584,966,1
585,930,3
585,949,1
585,963,3
585,966,1
587,588,14
587,671,4
587,680,11
587,681,4
587,72,1
587,811,2
587,823,8
587,84,7
587,877,2
587,879,8
587,887,7
587,89,2
587,910,5
587,92,2
587,950,4
588,671,1
588,680,16
588,681,5
588,72,1
588,811,2
588,823,22
588,828,9
588,84,5
588,879,4
588,887,6
588,89,11
588,910,4
588,92,2
588,950,5
59,60,11
59,64,11
59,662,17
59,699,17
595,596,10
595,602,14
595,608,14
595,660,14
595,695,6
595,751,4
595,777,9
595,800,14
595,810,1
595,816,11
595,817,15
595,820,28
595,821,7
595,827,28
595,853,1
595,912,9
595,920,17
596,602,6
596,608,6
596,660,6
596,695,6
596,800,6
596,810,1
596,816,2
596,817,10
596,820,6
596,827,6
596,853,1
596,912,1
596,920,9
597,598,2
597,599,39
597,662,1
597,699,39
598,599,9
598,602,1
598,608,1
598,660,1
598,662,36
598,699,9
598,77,1
598,78,1
598,800,1
598,912,1
598,920,1
599,662,18
599,699,65
599,930,11
599,963,4
6,650,18
6,671,2
6,675,1
6,684,1
6,690,2
6,7,40
6,8,34
6,811,7
6,82,35
6,873,2
6,883,1
6,909,34
6,945,3
6,946,2
6,950,21
6,971,22
6,975,34
6,977,7
6,981,34
6,982,34
6,983,34
6,984,34
6,985,34
6,987,34
60,64,35
60,662,11
60,67,32
60,699,11
602,608,62
602,648,20
602,657,6
602,658,12
602,660,105
602,662,1
602,695,12
602,697,1
602,698,11
602,747,12
602,748,23
602,749,33
602,753,12
602,754,6
602,755,6
602,756,6
602,758,6
602,759,12
602,77,8
602,78,8
602,800,105
602,806,1
602,810,1
602,816,1
602,817,5
602,820,20
602,826,6
602,827,26
602,848,6
602,853,20
602,858,1
602,868,12
602,912,39
602,920,38
602,949,5
602,963,2
608,660,62
608,662,1
608,695,18
608,697,1
608,749,8
608,77,8
608,78,8
608,800,55
608,806,1
608,810,1
608,816,1
608,817,5
608,820,48
608,826,6
608,827,38
608,848,2
608,853,20
608,858,1
608,912,39
608,920,38
608,949,5
608,963,2
609,611,66
609,616,64
609,618,31
609,621,40
609,697,62
609,795,6
609,796,66
609,801,11
609,803,77
609,806,73
610,650,1
610,691,4
610,823,5
610,828,7
610,877,5
610,879,7
610,887,4
610,891,5
610,910,4
610,92,10
611,616,71
611,618,38
611,621,37
611,697,68
611,795,6
611,796,86
611,801,9
611,803,77
611,806,59
616,618,39
616,621,38
616,697,57
616,795,6
616,796,71
616,803,71
616,806,57
618,621,32
618,697,26
618,795,6
618,796,40
618,803,40
618,806,26
619,750,30
619,757,30
619,812,17
619,850,30
621,697,35
621,795,6
621,796,39
621,803,39
621,806,35
64,662,11
64,699,11
640,641,25
640,642,38
640,675,26
640,732,21
640,975,26
640,979,25
640,985,26
640,986,24
640,987,5
640,989,23
640,990,26
640,991,25
641,642,25
641,675,25
641,732,22
641,975,25
641,979,26
641,985,25
641,986,23
641,987,4
641,989,24
641,990,25
641,991,26
642,675,26
642,732,21
642,975,26
642,979,25
642,985,26
642,986,24
642,987,5
642,989,23
642,990,26
642,991,25
643,644,25
643,645,9
643,646,8
643,651,13
643,652,4
643,653,3
643,656,4
643,831,9
643,832,9
643,833,9
643,835,9
643,836,14
643,842,7
643,936,8
644,645,9
644,646,8
644,651,13
644,652,4
644,653,3
644,656,4
644,831,9
644,832,9
644,833,9
644,835,9
644,836,14
644,842,7
644,936,8
645,646,42
645,651,19
645,652,18
645,653,17
645,831,7
645,832,7
645,833,7
645,835,40
645,836,7
645,842,38
645,936,31
646,651,18
646,652,18
646,653,17
646,831,7
646,832,7
646,833,7
646,835,39
646,836,7
646,842,38
646,936,31
648,657,6
648,658,36
648,660,14
648,698,18
648,747,17
648,748,51
648,749,33
648,753,17
648,754,6
648,755,6
648,756,6
648,758,6
648,759,17
648,800,20
648,826,16
648,848,21
648,868,21
650,671,4
650,675,1
650,684,1
650,690,4
650,7,18
650,8,12
650,811,6
650,82,13
650,873,4
650,883,1
650,909,13
650,92,1
650,945,3
650,946,2
650,950,5
650,969,1
650,971,13
650,975,13
650,977,10
650,981,13
650,982,13
650,983,13
650,984,13
650,985,13
650,987,13
651,652,58
651,653,60
651,656,16
651,831,9
651,832,9
651,833,9
651,835,19
651,836,10
651,842,17
651,936,19
652,653,67
652,656,18
652,831,3
652,832,3
652,833,3
652,835,18
652,836,4
652,842,18
652,936,23
653,656,19
653,831,2
653,832,2
653,833,2
653,835,17
653,836,3
653,842,17
653,936,21
656,831,6
656,832,6
656,833,6
656,836,4
656,936,5
657,658,6
657,660,6
657,747,6
657,748,6
657,749,6
657,750,38
657,753,7
657,754,7
657,755,7
657,756,57
657,757,38
657,758,12
657,759,6
657,800,6
657,868,6
658,660,6
658,698,11
658,747,17
658,748,43
658,749,32
658,753,17
658,754,6
658,755,6
658,756,6
658,758,6
658,759,17
658,800,12
658,868,17
660,661,57
660,662,1
660,664,1
660,665,1
660,666,33
660,695,12
660,697,1
660,698,11
660,744,1
660,745,57
660,746,23
660,747,6
660,748,17
660,749,27
660,750,1
660,752,5
660,753,6
660,756,6
660,758,18
660,759,6
660,77,8
660,78,8
660,800,98
660,806,1
660,810,1
660,816,1
660,817,5
660,820,20
660,826,6
660,827,26
660,848,6
660,853,20
660,858,1
660,868,6
660,912,39
660,920,38
660,949,5
660,963,2
661,664,1
661,665,1
661,666,33
661,745,63
661,746,29
661,750,1
661,834,5
661,849,5
661,935,5
662,699,39
662,77,1
662,78,1
662,800,1
662,912,1
662,920,1
662,930,13
662,963,4
664,665,1
664,666,1
664,744,7
664,745,3
664,750,1
665,666,1
665,745,5
665,750,4
666,745,33
666,750,1
666,756,12
668,766,21
668,767,22
668,768,34
668,769,14
668,772,18
668,967,22
668,988,24
67,966,15
67,988,15
671,676,2
671,680,4
671,690,5
671,7,2
671,72,1
671,74,3
671,8,1
671,805,2
671,818,2
671,823,8
671,838,2
671,866,2
671,871,2
671,873,7
671,874,2
671,875,2
671,876,2
671,877,16
671,878,2
671,879,8
671,940,1
671,969,1
671,977,4
675,684,1
675,7,1
675,732,48
675,762,9
675,8,3
675,82,1
675,883,1
675,9,7
675,909,1
675,945,1
675,946,1
675,962,7
675,971,1
675,975,103
675,977,1
675,979,25
675,981,1
675,982,1
675,983,37
675,984,1
675,985,99
675,986,24
675,987,72
675,989,23
675,990,26
675,991,55
676,690,4
676,72,2
676,74,3
676,805,25
676,818,2
676,838,3
676,866,8
676,871,4
676,874,10
676,875,10
676,876,10
676,878,13
676,940,18
678,679,7
678,727,5
678,787,5
678,788,5
678,790,7
678,791,5
678,793,5
678,858,5
678,865,4
679,727,5
679,787,5
679,788,5
679,790,33
679,791,5
679,793,5
679,858,5
679,865,4
680,681,7
680,691,12
680,72,2
680,811,2
680,823,16
680,84,2
680,877,2
680,879,4
680,89,4
680,910,7
680,930,2
680,940,7
680,950,7
680,951,1
681,691,7
681,72,1
681,811,15
681,823,1
681,84,1
681,879,15
681,887,4
681,89,1
681,910,11
681,92,1
681,930,2
681,940,8
681,945,2
681,946,2
681,950,33
684,7,1
684,732,16
684,733,10
684,734,14
684,737,12
684,738,20
684,760,6
684,761,6
684,762,14
684,8,2
684,82,3
684,882,12
684,883,5
684,9,2
684,906,6
684,909,3
684,945,1
684,946,1
684,961,14
684,962,27
684,971,1
684,975,3
684,977,1
684,978,12
684,981,7
684,982,7
684,983,3
684,984,30
684,985,3
684,987,3
690,7,2
690,8,1
690,873,5
690,878,11
690,969,1
690,977,4
691,697,6
691,72,2
691,806,6
691,808,6
691,811,2
691,823,4
691,828,21
691,858,6
691,877,4
691,879,4
691,887,32
691,891,14
691,910,68
691,92,14
691,930,3
691,940,10
691,950,10
692,701,3
692,707,3
692,709,1
692,712,1
693,694,5
693,743,9
693,770,9
694,743,5
694,770,5
695,698,1
695,748,1
695,749,15
695,800,12
695,810,2
695,816,2
695,817,6
695,820,15
695,826,14
695,827,32
695,848,1
695,853,2
695,912,2
695,920,6
697,701,48
697,705,39
697,707,18
697,709,12
697,712,51
697,713,6
697,714,4
697,715,8
697,719,1
697,722,31
697,727,44
697,782,9
697,787,35
697,788,18
697,791,6
697,793,27
697,795,157
697,796,113
697,801,46
697,803,64
697,806,347
697,808,18
697,828,1
697,858,165
697,865,18
697,887,13
697,891,6
697,910,7
698,748,45
698,749,6
698,800,11
698,826,1
698,827,1
698,848,12
699,930,13
699,963,4
7,8,34
7,811,7
7,82,35
7,873,2
7,883,1
7,909,34
7,945,4
7,946,3
7,950,21
7,971,22
7,975,34
7,977,7
7,981,34
7,982,34
7,983,34
7,984,34
7,985,34
7,987,34
701,705,12
701,707,4
701,709,40
701,712,89
701,713,34
701,714,22
701,715,18
701,719,35
701,721,34
701,722,90
701,724,20
701,727,13
701,729,5
701,763,34
701,770,19
701,780,19
701,781,19
701,782,20
701,783,28
701,784,34
701,785,33
701,786,35
701,792,5
701,795,33
701,798,19
701,806,48
701,858,55
705,707,14
705,709,12
705,712,19
705,728,15
705,806,39
705,828,18
705,858,39
705,887,4
705,889,16
707,709,2
707,712,2
707,728,2
707,729,16
707,775,16
707,776,16
707,789,21
707,792,16
707,794,16
707,799,27
707,804,26
707,806,18
707,808,21
707,814,19
707,829,22
707,858,18
709,712,27
709,806,12
709,858,12
710,722,21
712,713,48
712,714,10
712,715,10
712,719,45
712,721,44
712,722,60
712,724,36
712,727,28
712,763,44
712,770,34
712,780,34
712,781,34
712,782,35
712,783,22
712,784,44
712,785,43
712,786,44
712,795,47
712,798,34
712,806,51
712,858,57
713,714,17
713,715,13
713,719,50
713,721,50
713,722,31
713,724,36
713,727,28
713,763,50
713,770,34
713,780,34
713,781,34
713,782,35
713,783,22
713,784,50
713,785,49
713,786,50
713,795,55
713,798,34
713,806,6
713,858,10
714,715,20
714,719,8
714,721,8
714,722,24
714,724,9
714,727,9
714,763,8
714,770,9
714,780,9
714,781,9
714,782,9
714,783,8
714,784,8
714,785,7
714,786,8
714,795,11
714,798,9
714,806,4
714,858,7
715,719,6
715,721,6
715,722,21
715,724,7
715,727,11
715,763,6
715,770,7
715,780,7
715,781,8
715,782,7
715,783,12
715,784,6
715,785,6
715,786,6
715,795,14
715,798,7
715,806,8
715,858,10
719,721,55
719,722,28
719,724,36
719,727,29
719,763,55
719,770,35
719,780,35
719,781,35
719,782,36
719,783,22
719,784,55
719,785,53
719,786,56
719,795,49
719,798,35
719,806,1
719,858,8
72,74,1
72,805,2
72,811,2
72,838,2
72,866,1
72,871,33
72,874,2
72,875,2
72,876,2
72,887,1
72,910,2
72,940,15
72,950,2
721,722,27
721,724,36
721,727,28
721,763,102
721,770,34
721,780,34
721,781,34
721,782,35
721,783,22
721,784,66
721,785,93
721,786,94
721,795,49
721,798,34
721,858,6
722,724,19
722,727,11
722,763,27
722,770,17
722,780,17
722,781,17
722,782,18
722,783,27
722,784,27
722,785,26
722,786,27
722,795,30
722,798,17
722,806,31
722,858,37
724,727,29
724,763,36
724,770,35
724,780,35
724,781,35
724,782,75
724,783,20
724,784,36
724,785,35
724,786,36
724,795,35
724,798,35
724,858,6
727,763,28
727,770,47
727,780,69
727,781,57
727,782,31
727,783,12
727,784,28
727,785,28
727,786,30
727,787,55
727,788,52
727,790,5
727,791,26
727,793,47
727,795,84
727,798,77
727,806,42
727,858,160
727,865,4
728,828,33
728,887,3
728,889,30
729,775,58
729,776,50
729,789,16
729,792,87
729,794,51
729,799,22
729,804,22
729,808,18
729,814,10
729,829,17
732,733,24
732,734,22
732,737,20
732,738,16
732,760,9
732,761,9
732,762,12
732,882,20
732,906,9
732,961,22
732,962,12
732,975,48
732,978,20
732,979,22
732,983,6
732,984,16
732,985,60
732,986,21
732,987,26
732,989,22
732,990,21
732,991,61
733,734,18
733,737,18
733,738,10
733,760,9
733,761,9
733,762,10
733,882,18
733,906,9
733,961,18
733,962,10
733,978,18
733,984,10
734,737,24
734,738,14
734,760,9
734,761,9
734,762,14
734,882,24
734,906,9
734,961,26
734,962,10
734,978,24
734,984,14
737,738,12
737,760,42
737,761,34
737,762,14
737,882,48
737,883,6
737,906,42
737,961,34
737,962,10
737,978,49
737,981,21
737,982,25
737,984,12
738,760,3
738,761,3
738,762,14
738,882,12
738,906,3
738,961,14
738,962,16
738,978,12
738,984,31
74,805,3
74,818,8
74,838,3
74,866,9
74,871,3
74,874,3
74,875,3
74,876,3
74,878,6
741,742,22
741,77,1
741,777,7
741,78,1
741,847,26
741,853,21
741,920,21
742,77,7
742,777,7
742,78,11
742,847,22
742,853,21
742,920,21
743,770,29
743,774,18
743,783,10
743,798,19
744,750,26
744,752,1
745,746,29
745,750,1
747,748,17
747,749,17
747,753,37
747,754,6
747,755,6
747,756,6
747,758,7
747,759,38
747,800,12
747,868,19
748,749,39
748,753,17
748,754,6
748,755,6
748,756,6
748,758,6
748,759,17
748,800,23
748,826,1
748,827,1
748,848,12
748,868,17
749,753,17
749,754,6
749,755,6
749,756,6
749,758,6
749,759,17
749,800,33
749,826,44
749,827,19
749,848,19
749,868,17
750,756,36
750,757,77
750,812,17
750,850,34
751,777,27
751,816,9
751,817,1
751,853,2
753,754,7
753,755,7
753,756,7
753,758,6
753,759,39
753,800,12
753,868,17
754,755,71
754,756,7
754,758,10
754,759,6
754,800,6
754,868,6
755,756,7
755,758,10
755,759,6
755,800,6
755,868,6
756,757,6
756,758,12
756,759,6
756,800,6
756,868,6
757,812,17
757,850,34
758,759,7
758,800,6
758,868,7
759,800,12
759,868,18
760,761,41
760,762,1
760,882,33
760,883,6
760,906,122
760,961,19
760,962,6
760,978,34
760,981,23
760,982,27
760,984,6
761,762,1
761,882,33
761,883,6
761,906,41
761,961,19
761,962,6
761,976,66
761,978,96
761,981,83
761,982,27
761,984,6
762,8,19
762,82,17
762,882,14
762,883,2
762,9,30
762,906,1
762,961,14
762,962,31
762,975,11
762,978,14
762,983,15
762,984,12
762,985,11
762,987,11
763,770,34
763,780,34
763,781,34
763,782,35
763,783,22
763,784,66
763,785,92
763,786,93
763,795,49
763,798,34
763,858,6
766,767,21
766,768,21
766,769,14
766,772,18
766,966,13
766,967,21
766,988,48
767,768,22
767,769,15
767,772,20
767,967,50
767,988,21
768,769,14
768,772,18
768,967,22
768,988,24
769,772,31
769,949,37
769,967,15
769,988,14
77,78,32
77,800,8
77,847,1
77,912,8
77,920,2
770,780,53
770,781,53
770,782,37
770,783,23
770,784,34
770,785,33
770,786,36
770,795,33
770,798,53
770,858,24
772,949,8
772,967,20
772,988,18
774,798,26
775,776,50
775,778,45
775,789,16
775,792,56
775,794,50
775,799,22
775,804,22
775,808,18
775,814,10
775,829,16
776,778,44
776,789,16
776,792,50
776,794,50
776,799,22
776,804,22
776,808,18
776,814,10
776,829,20
776,986,76
776,987,76
776,989,38
777,820,9
777,821,25
777,827,9
777,847,7
777,853,7
777,920,7
778,829,4
778,986,42
778,987,42
778,989,4
78,800,8
78,847,1
78,912,8
78,920,2
780,781,63
780,782,38
780,783,18
780,784,34
780,785,33
780,786,36
780,795,33
780,798,75
780,858,46
781,782,37
781,783,18
781,784,34
781,785,33
781,786,36
781,795,33
781,798,63
781,858,34
782,783,19
782,784,35
782,785,34
782,786,37
782,795,42
782,798,37
782,806,9
782,858,8
783,784,22
783,785,21
783,786,22
783,795,21
783,798,18
783,858,6
784,785,64
784,786,66
784,795,49
784,798,34
784,858,6
785,786,89
785,795,49
785,798,33
785,858,6
786,795,49
786,798,36
786,858,8
787,788,35
787,790,5
787,791,26
787,793,47
787,795,47
787,806,33
787,858,55
787,865,4
788,790,5
788,791,22
788,793,38
788,795,32
788,806,18
788,858,52
788,865,4
789,792,16
789,794,16
789,799,54
789,804,25
789,808,17
789,814,11
789,829,42
790,791,5
790,793,5
790,858,5
790,865,4
791,793,26
791,795,20
791,806,6
791,858,26
791,865,4
792,794,51
792,799,22
792,804,22
792,808,18
792,814,10
792,829,17
793,795,39
793,806,25
793,858,47
793,865,4
794,799,22
794,804,22
794,808,18
794,814,10
794,829,17
795,796,7
795,798,33
795,803,7
795,806,157
795,858,66
795,865,19
796,801,46
796,803,83
796,806,64
798,858,54
799,804,42
799,808,22
799,814,19
799,829,41
8,811,6
8,82,94
8,873,1
8,883,2
8,9,32
8,909,80
8,950,20
8,962,17
8,969,1
8,971,21
8,975,90
8,977,1
8,981,80
8,982,80
8,983,90
8,984,80
8,985,90
8,987,90
800,810,1
800,816,1
800,817,5
800,820,20
800,826,6
800,827,26
800,848,6
800,853,20
800,868,12
800,912,39
800,920,38
800,963,2
801,803,36
801,806,36
803,806,101
804,808,21
804,814,18
804,829,30
805,818,2
805,838,3
805,866,8
805,871,4
805,874,10
805,875,10
805,876,10
805,878,6
805,940,18
806,808,18
806,828,1
806,858,163
806,865,18
806,887,13
806,891,6
806,910,7
808,814,20
808,828,2
808,829,18
808,858,18
808,887,12
808,891,6
808,910,6
810,816,14
810,817,2
810,820,1
810,827,1
810,853,2
810,912,2
810,920,1
811,82,6
811,838,3
811,879,4
811,887,2
811,909,6
811,910,4
811,920,1
811,930,2
811,940,4
811,950,17
811,951,12
811,971,6
811,975,6
811,977,1
811,981,6
811,982,6
811,983,6
811,984,6
811,985,6
811,987,6
812,850,19
814,829,12
816,817,18
816,820,1
816,827,1
816,853,6
816,912,2
816,920,1
817,820,5
817,827,5
817,853,6
817,912,2
817,920,16
818,838,2
818,866,14
818,871,2
818,874,2
818,875,2
818,876,2
818,878,16
82,883,3
82,9,39
82,909,81
82,945,1
82,946,1
82,950,20
82,962,16
82,971,22
82,975,81
82,977,2
82,981,81
82,982,81
82,983,81
82,984,81
82,985,81
82,987,81
820,821,7
820,827,48
820,853,7
820,912,15
820,920,20
821,827,7
823,828,5
823,84,5
823,877,21
823,879,13
823,887,4
823,89,11
823,891,5
823,910,4
823,92,2
823,950,1
826,827,19
826,848,16
827,848,1
827,853,7
827,912,15
827,920,20
828,858,1
828,877,5
828,879,21
828,887,8
828,889,42
828,891,10
828,910,21
828,92,4
829,986,4
829,987,4
829,989,88
831,832,53
831,833,49
831,835,7
831,836,8
831,842,7
831,936,2
832,833,49
832,835,7
832,836,8
832,842,7
832,936,2
833,835,7
833,836,8
833,842,7
833,936,2
834,835,2
834,837,2
834,849,17
834,935,17
834,936,2
835,836,7
835,837,69
835,842,52
835,849,44
835,935,18
835,936,114
836,842,7
836,936,71
837,839,9
837,849,44
837,935,18
837,936,69
838,866,3
838,871,5
838,874,3
838,875,3
838,876,3
838,878,2
838,910,2
838,920,2
838,930,3
838,940,2
838,950,2
838,951,3
84,89,5
84,92,2
84,950,1
842,936,45
847,853,21
847,920,21
849,935,37
849,936,44
853,912,21
853,920,41
858,865,4
858,887,13
858,891,6
858,910,7
866,869,26
866,871,3
866,874,11
866,875,10
866,876,4
866,878,19
866,940,7
869,874,1
869,875,5
869,876,1
869,878,1
869,940,4
871,874,4
871,875,4
871,876,4
871,878,2
871,940,1
873,877,16
873,969,1
873,977,9
874,875,22
874,876,16
874,878,2
874,940,7
875,876,14
875,878,2
875,940,7
876,878,2
876,940,7
877,879,5
877,887,4
877,891,5
877,910,4
877,977,6
878,940,4
879,887,4
879,891,5
879,910,4
879,92,4
879,945,2
879,946,2
879,950,8
882,883,25
882,906,33
882,961,34
882,962,10
882,978,48
882,981,20
882,982,43
882,984,12
883,9,2
883,906,6
883,909,1
883,945,1
883,946,1
883,961,2
883,962,6
883,971,1
883,975,3
883,977,1
883,978,6
883,981,9
883,982,32
883,983,3
883,984,3
883,985,3
883,987,3
887,889,4
887,891,10
887,910,39
887,92,17
887,950,4
89,92,2
89,950,1
891,910,14
9,909,14
9,962,41
9,975,21
9,981,14
9,982,14
9,983,29
9,984,14
9,985,21
9,987,21
906,961,19
906,962,6
906,978,34
906,981,23
906,982,27
906,984,6
909,945,1
909,946,1
909,950,20
909,962,18
909,971,21
909,975,81
909,977,2
909,981,99
909,982,99
909,983,82
909,984,99
909,985,81
909,987,81
910,92,17
910,920,7
910,930,6
910,940,17
910,950,22
910,951,1
912,920,36
912,930,3
912,951,4
912,963,3
92,950,2
920,930,7
920,940,7
920,950,7
920,951,5
920,963,2
930,940,7
930,950,6
930,951,15
930,963,29
935,936,18
940,950,18
940,951,2
945,946,22
945,971,1
945,975,1
945,977,3
945,981,1
945,982,1
945,983,1
945,984,1
945,985,1
945,987,1
946,971,1
946,975,1
946,977,2
946,981,1
946,982,1
946,983,1
946,984,1
946,985,1
946,987,1
949,966,15
949,988,14
950,951,1
950,969,23
950,971,7
950,975,20
950,977,1
950,981,20
950,982,20
950,983,20
950,984,20
950,985,20
950,987,20
951,963,3
961,962,10
961,978,34
961,981,20
961,982,10
961,984,14
962,975,14
962,978,10
962,981,36
962,982,36
962,983,26
962,984,47
962,985,14
962,987,14
966,988,30
967,988,21
971,975,21
971,977,2
971,981,21
971,982,21
971,983,21
971,984,21
971,985,21
971,987,21
975,977,2
975,979,26
975,981,81
975,982,81
975,983,124
975,984,81
975,985,187
975,986,25
975,987,160
975,989,24
975,990,26
975,991,55
977,981,2
977,982,2
977,983,2
977,984,2
977,985,2
977,987,2
978,981,81
978,982,25
978,984,12
979,985,25
979,986,47
979,987,28
979,989,57
979,990,25
979,991,26
981,982,141
981,983,81
981,984,109
981,985,81
981,987,81
982,983,81
982,984,109
982,985,81
982,987,81
983,984,81
983,985,124
983,987,124
984,985,81
984,987,81
985,986,24
985,987,159
985,989,23
985,990,26
985,991,67
986,987,106
986,989,86
986,990,24
986,991,23
987,989,67
987,990,5
987,991,28
989,990,23
989,991,24
990,991,25
